,secID,ticker,exchangeCD,secShortName,tradeDate,listStatusCD,currencyCD,dailyReturnReinv,dailyReturnNoReinv,isChgPctl
285,300288.XSHE,300288,XSHE,朗玛信息,2015-02-27,S,CNY,,,0
286,300289.XSHE,300289,XSHE,利德曼,2015-02-27,L,CNY,0.033823,0.033823,0
287,300290.XSHE,300290,XSHE,荣科科技,2015-02-27,L,CNY,0.059394,0.059394,0
288,300291.XSHE,300291,XSHE,华录百纳,2015-02-27,L,CNY,0.100097,0.100097,0
289,300292.XSHE,300292,XSHE,吴通控股,2015-02-27,L,CNY,0.058291,0.058291,0
290,300293.XSHE,300293,XSHE,蓝英装备,2015-02-27,L,CNY,0.030878,0.030878,0
291,300294.XSHE,300294,XSHE,博雅生物,2015-02-27,L,CNY,-0.002976,-0.002976,0
292,300295.XSHE,300295,XSHE,三六五网,2015-02-27,L,CNY,0.026961,0.026961,0
293,300296.XSHE,300296,XSHE,利亚德,2015-02-27,L,CNY,0.015625,0.015625,0
294,300297.XSHE,300297,XSHE,蓝盾股份,2015-02-27,L,CNY,0.009936,0.009936,0
295,300298.XSHE,300298,XSHE,三诺生物,2015-02-27,L,CNY,0.00356,0.00356,0
296,300299.XSHE,300299,XSHE,富春股份,2015-02-27,L,CNY,0.051061,0.051061,0
297,300300.XSHE,300300,XSHE,汉鼎宇佑,2015-02-27,L,CNY,0.046235,0.046235,0
298,300301.XSHE,300301,XSHE,长方集团,2015-02-27,L,CNY,0.005878,0.005878,0
299,300302.XSHE,300302,XSHE,同有科技,2015-02-27,L,CNY,0.05872,0.05872,0
300,300303.XSHE,300303,XSHE,聚飞光电,2015-02-27,L,CNY,0.056431,0.056431,0
301,300304.XSHE,300304,XSHE,云意电气,2015-02-27,L,CNY,0.002895,0.002895,0
302,300305.XSHE,300305,XSHE,裕兴股份,2015-02-27,L,CNY,0.032451,0.032451,0
303,300306.XSHE,300306,XSHE,远方信息,2015-02-27,L,CNY,0.026876,0.026876,0
304,300307.XSHE,300307,XSHE,慈星股份,2015-02-27,L,CNY,0.041407,0.041407,0
305,300308.XSHE,300308,XSHE,中际旭创,2015-02-27,L,CNY,0.011235,0.011235,0
306,300309.XSHE,300309,XSHE,吉艾科技,2015-02-27,L,CNY,0.026973,0.026973,0
307,300310.XSHE,300310,XSHE,宜通世纪,2015-02-27,L,CNY,0.044599,0.044599,0
308,300311.XSHE,300311,XSHE,任子行,2015-02-27,L,CNY,0.007216,0.007216,0
309,300312.XSHE,300312,XSHE,邦讯技术,2015-02-27,L,CNY,0.027991,0.027991,0
310,300313.XSHE,300313,XSHE,天山生物,2015-02-27,L,CNY,-0.002285,-0.002285,0
311,300314.XSHE,300314,XSHE,戴维医疗,2015-02-27,L,CNY,-0.002361,-0.002361,0
312,300315.XSHE,300315,XSHE,掌趣科技,2015-02-27,L,CNY,0.100086,0.100086,0
313,300316.XSHE,300316,XSHE,晶盛机电,2015-02-27,L,CNY,0.025139,0.025139,0
314,300317.XSHE,300317,XSHE,珈伟新能,2015-02-27,L,CNY,0.010438,0.010438,0
315,300318.XSHE,300318,XSHE,博晖创新,2015-02-27,L,CNY,0.047262,0.047262,0
316,300319.XSHE,300319,XSHE,麦捷科技,2015-02-27,L,CNY,0.040691,0.040691,0
317,300320.XSHE,300320,XSHE,海达股份,2015-02-27,L,CNY,0.01442,0.01442,0
318,300321.XSHE,300321,XSHE,同大股份,2015-02-27,L,CNY,-0.005282,-0.005282,0
319,300322.XSHE,300322,XSHE,硕贝德,2015-02-27,S,CNY,,,0
320,300323.XSHE,300323,XSHE,华灿光电,2015-02-27,L,CNY,0.013311,0.013311,0
321,300324.XSHE,300324,XSHE,旋极信息,2015-02-27,L,CNY,0.020084,0.020084,0
322,300325.XSHE,300325,XSHE,德威新材,2015-02-27,L,CNY,0.02032,0.02032,0
323,300326.XSHE,300326,XSHE,凯利泰,2015-02-27,L,CNY,0.018055,0.018055,0
324,300327.XSHE,300327,XSHE,中颖电子,2015-02-27,L,CNY,0.016331,0.016331,0
325,300328.XSHE,300328,XSHE,宜安科技,2015-02-27,L,CNY,0.008154,0.008154,0
326,300329.XSHE,300329,XSHE,海伦钢琴,2015-02-27,L,CNY,0.019098,0.019098,0
327,300330.XSHE,300330,XSHE,华虹计通,2015-02-27,L,CNY,0.006428,0.006428,0
328,300331.XSHE,300331,XSHE,苏大维格,2015-02-27,L,CNY,0.013029,0.013029,0
329,300332.XSHE,300332,XSHE,天壕环境,2015-02-27,L,CNY,0.008489,0.008489,0
330,300333.XSHE,300333,XSHE,兆日科技,2015-02-27,L,CNY,0.089503,0.089503,0
331,300334.XSHE,300334,XSHE,津膜科技,2015-02-27,L,CNY,0.005584,0.005584,0
332,300335.XSHE,300335,XSHE,迪森股份,2015-02-27,L,CNY,0.000753,0.000753,0
333,300336.XSHE,300336,XSHE,新文化,2015-02-27,L,CNY,0.003518,0.003518,0
334,300337.XSHE,300337,XSHE,银邦股份,2015-02-27,L,CNY,0.026334,0.026334,0
335,300338.XSHE,300338,XSHE,开元股份,2015-02-27,L,CNY,0.014432,0.014432,0
336,300339.XSHE,300339,XSHE,润和软件,2015-02-27,S,CNY,,,0
337,300340.XSHE,300340,XSHE,科恒股份,2015-02-27,L,CNY,0.00495,0.00495,0
338,300341.XSHE,300341,XSHE,麦克奥迪,2015-02-27,L,CNY,0.035294,0.035294,0
339,300342.XSHE,300342,XSHE,天银机电,2015-02-27,L,CNY,0.045871,0.045871,0
340,300343.XSHE,300343,XSHE,联创互联,2015-02-27,S,CNY,,,0
341,300344.XSHE,300344,XSHE,太空智造,2015-02-27,L,CNY,0.00245,0.00245,0
342,300345.XSHE,300345,XSHE,红宇新材,2015-02-27,L,CNY,-0.002181,-0.002181,0
343,300346.XSHE,300346,XSHE,南大光电,2015-02-27,L,CNY,0.033668,0.033668,0
344,300347.XSHE,300347,XSHE,泰格医药,2015-02-27,L,CNY,0.015566,0.015566,0
345,300348.XSHE,300348,XSHE,长亮科技,2015-02-27,S,CNY,,,0
346,300349.XSHE,300349,XSHE,金卡智能,2015-02-27,L,CNY,0.016771,0.016771,0
347,300350.XSHE,300350,XSHE,华鹏飞,2015-02-27,L,CNY,-0.007776,-0.007776,0
348,300351.XSHE,300351,XSHE,永贵电器,2015-02-27,L,CNY,0.084846,0.084846,0
349,300352.XSHE,300352,XSHE,北信源,2015-02-27,L,CNY,0.019682,0.019682,0
350,300353.XSHE,300353,XSHE,东土科技,2015-02-27,L,CNY,0.100215,0.100215,0
351,300354.XSHE,300354,XSHE,东华测试,2015-02-27,L,CNY,-0.001889,-0.001889,0
352,300355.XSHE,300355,XSHE,蒙草生态,2015-02-27,L,CNY,0.005931,0.005931,0
353,300356.XSHE,300356,XSHE,光一科技,2015-02-27,L,CNY,-0.011735,-0.011735,0
354,300357.XSHE,300357,XSHE,我武生物,2015-02-27,L,CNY,0.005507,0.005507,0
355,300358.XSHE,300358,XSHE,楚天科技,2015-02-27,L,CNY,0.033997,0.033997,0
356,300359.XSHE,300359,XSHE,全通教育,2015-02-27,L,CNY,0.000113,0.000113,0
357,300360.XSHE,300360,XSHE,炬华科技,2015-02-27,L,CNY,0.005663,0.005663,0
358,300362.XSHE,300362,XSHE,天翔环境,2015-02-27,S,CNY,,,0
359,300363.XSHE,300363,XSHE,博腾股份,2015-02-27,L,CNY,-0.01186,-0.01186,0
360,300364.XSHE,300364,XSHE,中文在线,2015-02-27,L,CNY,0.099979,0.099979,0
361,300365.XSHE,300365,XSHE,恒华科技,2015-02-27,L,CNY,0.004704,0.004704,0
362,300366.XSHE,300366,XSHE,创意信息,2015-02-27,L,CNY,0.01368,0.01368,0
363,300367.XSHE,300367,XSHE,东方网力,2015-02-27,L,CNY,0.025267,0.025267,0
364,300368.XSHE,300368,XSHE,汇金股份,2015-02-27,L,CNY,-0.002804,-0.002804,0
365,300369.XSHE,300369,XSHE,绿盟科技,2015-02-27,L,CNY,0.016455,0.016455,0
366,300370.XSHE,300370,XSHE,安控科技,2015-02-27,L,CNY,0.021593,0.021593,0
367,300371.XSHE,300371,XSHE,汇中股份,2015-02-27,L,CNY,0.003407,0.003407,0
368,300373.XSHE,300373,XSHE,扬杰科技,2015-02-27,L,CNY,0.035752,0.035752,0
369,300375.XSHE,300375,XSHE,鹏翎股份,2015-02-27,L,CNY,0.002288,0.002288,0
370,300376.XSHE,300376,XSHE,易事特,2015-02-27,L,CNY,0.003109,0.003109,0
371,300377.XSHE,300377,XSHE,赢时胜,2015-02-27,L,CNY,-0.000776,-0.000776,0
372,300378.XSHE,300378,XSHE,鼎捷软件,2015-02-27,L,CNY,0.035827,0.035827,0
373,300379.XSHE,300379,XSHE,东方通,2015-02-27,S,CNY,,,0
374,300380.XSHE,300380,XSHE,安硕信息,2015-02-27,L,CNY,0.02025,0.02025,0
375,300381.XSHE,300381,XSHE,溢多利,2015-02-27,L,CNY,0.00355,0.00355,0
376,300382.XSHE,300382,XSHE,斯莱克,2015-02-27,L,CNY,0.02425,0.02425,0
377,300383.XSHE,300383,XSHE,光环新网,2015-02-27,L,CNY,0.065731,0.065731,0
378,300384.XSHE,300384,XSHE,三联虹普,2015-02-27,L,CNY,0.012251,0.012251,0
379,300385.XSHE,300385,XSHE,雪浪环境,2015-02-27,L,CNY,0.011371,0.011371,0
380,300386.XSHE,300386,XSHE,飞天诚信,2015-02-27,L,CNY,0.005626,0.005626,0
381,300387.XSHE,300387,XSHE,富邦股份,2015-02-27,L,CNY,0.023773,0.023773,0
382,300388.XSHE,300388,XSHE,国祯环保,2015-02-27,L,CNY,0.006621,0.006621,0
383,300389.XSHE,300389,XSHE,艾比森,2015-02-27,L,CNY,0.020007,0.020007,0
384,300390.XSHE,300390,XSHE,天华超净,2015-02-27,S,CNY,,,0
385,300391.XSHE,300391,XSHE,康跃科技,2015-02-27,L,CNY,0.005575,0.005575,0
386,300392.XSHE,300392,XSHE,腾信股份,2015-02-27,L,CNY,-0.005117,-0.005117,0
387,300393.XSHE,300393,XSHE,中来股份,2015-02-27,L,CNY,0.013537,0.013537,0
388,300394.XSHE,300394,XSHE,天孚通信,2015-02-27,L,CNY,0.1,0.1,0
389,300395.XSHE,300395,XSHE,菲利华,2015-02-27,L,CNY,0.011775,0.011775,0
390,300396.XSHE,300396,XSHE,迪瑞医疗,2015-02-27,L,CNY,0.008743,0.008743,0
391,300397.XSHE,300397,XSHE,天和防务,2015-02-27,L,CNY,-0.004993,-0.004993,0
392,300398.XSHE,300398,XSHE,飞凯材料,2015-02-27,L,CNY,0.050141,0.050141,0
393,300399.XSHE,300399,XSHE,京天利,2015-02-27,L,CNY,0.017243,0.017243,0
394,300400.XSHE,300400,XSHE,劲拓股份,2015-02-27,L,CNY,0.02178,0.02178,0
395,300401.XSHE,300401,XSHE,花园生物,2015-02-27,L,CNY,0.02411,0.02411,0
396,300402.XSHE,300402,XSHE,宝色股份,2015-02-27,L,CNY,0.010244,0.010244,0
397,300403.XSHE,300403,XSHE,汉宇集团,2015-02-27,L,CNY,0.013376,0.013376,0
398,300405.XSHE,300405,XSHE,科隆股份,2015-02-27,L,CNY,0.012087,0.012087,0
399,300406.XSHE,300406,XSHE,九强生物,2015-02-27,L,CNY,0.037915,0.037915,0
400,300407.XSHE,300407,XSHE,凯发电气,2015-02-27,L,CNY,0.000566,0.000566,0
401,300408.XSHE,300408,XSHE,三环集团,2015-02-27,L,CNY,0.013133,0.013133,0
402,300409.XSHE,300409,XSHE,道氏技术,2015-02-27,L,CNY,0.004807,0.004807,0
403,300410.XSHE,300410,XSHE,正业科技,2015-02-27,L,CNY,0.020066,0.020066,0
404,300411.XSHE,300411,XSHE,金盾股份,2015-02-27,L,CNY,-0.013461,-0.013461,0
405,300412.XSHE,300412,XSHE,迦南科技,2015-02-27,L,CNY,0.003402,0.003402,0
406,300413.XSHE,300413,XSHE,芒果超媒,2015-02-27,L,CNY,0.007507,0.007507,0
407,300415.XSHE,300415,XSHE,伊之密,2015-02-27,L,CNY,-0.003272,-0.003272,0
408,300416.XSHE,300416,XSHE,苏试试验,2015-02-27,L,CNY,0.008357,0.008357,0
409,300417.XSHE,300417,XSHE,南华仪器,2015-02-27,L,CNY,-0.012995,-0.012995,0
410,300418.XSHE,300418,XSHE,昆仑万维,2015-02-27,L,CNY,0.039572,0.039572,0
411,300419.XSHE,300419,XSHE,浩丰科技,2015-02-27,L,CNY,-0.0017,-0.0017,0
412,300420.XSHE,300420,XSHE,五洋停车,2015-02-27,L,CNY,0.09993,0.09993,0
413,300421.XSHE,300421,XSHE,力星股份,2015-02-27,L,CNY,0.099874,0.099874,0
414,300422.XSHE,300422,XSHE,博世科,2015-02-27,L,CNY,0.099885,0.099885,0
415,300423.XSHE,300423,XSHE,鲁亿通,2015-02-27,L,CNY,0.099777,0.099777,0
416,300425.XSHE,300425,XSHE,环能科技,2015-02-27,L,CNY,0.100171,0.100171,0
417,300426.XSHE,300426,XSHE,唐德影视,2015-02-27,L,CNY,0.100025,0.100025,0
418,300427.XSHE,300427,XSHE,红相股份,2015-02-27,L,CNY,0.099835,0.099835,0
419,600000.XSHG,600000,XSHG,浦发银行,2015-02-27,L,CNY,-0.006156,-0.006156,0
420,600004.XSHG,600004,XSHG,白云机场,2015-02-27,L,CNY,0.019642,0.019642,0
421,600006.XSHG,600006,XSHG,东风汽车,2015-02-27,L,CNY,0.004878,0.004878,0
422,600007.XSHG,600007,XSHG,中国国贸,2015-02-27,L,CNY,0.003807,0.003807,0
423,600008.XSHG,600008,XSHG,首创股份,2015-02-27,L,CNY,-0.0016,-0.0016,0
424,600009.XSHG,600009,XSHG,上海机场,2015-02-27,L,CNY,-0.015399,-0.015399,0
425,600010.XSHG,600010,XSHG,包钢股份,2015-02-27,L,CNY,0.009823,0.009823,0
426,600011.XSHG,600011,XSHG,华能国际,2015-02-27,L,CNY,-0.006452,-0.006452,0
427,600012.XSHG,600012,XSHG,皖通高速,2015-02-27,L,CNY,-0.011147,-0.011147,0
428,600015.XSHG,600015,XSHG,华夏银行,2015-02-27,L,CNY,-0.016367,-0.016367,0
429,600016.XSHG,600016,XSHG,民生银行,2015-02-27,L,CNY,-0.004315,-0.004315,0
430,600017.XSHG,600017,XSHG,日照港,2015-02-27,L,CNY,0.029821,0.029821,0
431,600018.XSHG,600018,XSHG,上港集团,2015-02-27,L,CNY,0.002994,0.002994,0
432,600019.XSHG,600019,XSHG,宝钢股份,2015-02-27,L,CNY,0.009063,0.009063,0
433,600020.XSHG,600020,XSHG,中原高速,2015-02-27,L,CNY,-0.002526,-0.002526,0
434,600021.XSHG,600021,XSHG,上海电力,2015-02-27,L,CNY,0.041867,0.041867,0
435,600022.XSHG,600022,XSHG,山东钢铁,2015-02-27,L,CNY,0.003412,0.003412,0
436,600023.XSHG,600023,XSHG,浙能电力,2015-02-27,L,CNY,0.003039,0.003039,0
437,600026.XSHG,600026,XSHG,中远海能,2015-02-27,L,CNY,-0.003798,-0.003798,0
438,600027.XSHG,600027,XSHG,华电国际,2015-02-27,L,CNY,0.0,0.0,0
439,600028.XSHG,600028,XSHG,中国石化,2015-02-27,L,CNY,0.030995,0.030995,0
440,600029.XSHG,600029,XSHG,南方航空,2015-02-27,L,CNY,0.015655,0.015655,0
441,600030.XSHG,600030,XSHG,中信证券,2015-02-27,L,CNY,-0.013365,-0.013365,0
442,600031.XSHG,600031,XSHG,三一重工,2015-02-27,L,CNY,-0.012747,-0.012747,0
443,600033.XSHG,600033,XSHG,福建高速,2015-02-27,L,CNY,0.0,0.0,0
444,600035.XSHG,600035,XSHG,楚天高速,2015-02-27,S,CNY,,,0
445,600036.XSHG,600036,XSHG,招商银行,2015-02-27,L,CNY,0.002044,0.002044,0
446,600037.XSHG,600037,XSHG,歌华有线,2015-02-27,S,CNY,,,0
447,600038.XSHG,600038,XSHG,中直股份,2015-02-27,L,CNY,0.013256,0.013256,0
448,600039.XSHG,600039,XSHG,四川路桥,2015-02-27,L,CNY,-0.007208,-0.007208,0
449,600048.XSHG,600048,XSHG,保利地产,2015-02-27,L,CNY,-0.003911,-0.003911,0
450,600050.XSHG,600050,XSHG,中国联通,2015-02-27,L,CNY,0.056074,0.056074,0
451,600051.XSHG,600051,XSHG,宁波联合,2015-02-27,L,CNY,0.008537,0.008537,0
452,600052.XSHG,600052,XSHG,浙江广厦,2015-02-27,L,CNY,0.004901,0.004901,0
453,600053.XSHG,600053,XSHG,九鼎投资,2015-02-27,L,CNY,0.003015,0.003015,0
454,600054.XSHG,600054,XSHG,黄山旅游,2015-02-27,L,CNY,-0.003668,-0.003668,0
455,600055.XSHG,600055,XSHG,万东医疗,2015-02-27,L,CNY,0.003215,0.003215,0
456,600056.XSHG,600056,XSHG,中国医药,2015-02-27,L,CNY,0.015384,0.015384,0
457,600057.XSHG,600057,XSHG,厦门象屿,2015-02-27,L,CNY,-0.006988,-0.006988,0
458,600058.XSHG,600058,XSHG,五矿发展,2015-02-27,L,CNY,0.005909,0.005909,0
459,600059.XSHG,600059,XSHG,古越龙山,2015-02-27,L,CNY,0.004479,0.004479,0
460,600060.XSHG,600060,XSHG,海信电器,2015-02-27,L,CNY,0.017119,0.017119,0
461,600061.XSHG,600061,XSHG,国投资本,2015-02-27,L,CNY,-0.010463,-0.010463,0
462,600062.XSHG,600062,XSHG,华润双鹤,2015-02-27,L,CNY,0.021612,0.021612,0
463,600063.XSHG,600063,XSHG,皖维高新,2015-02-27,L,CNY,0.004237,0.004237,0
464,600064.XSHG,600064,XSHG,南京高科,2015-02-27,L,CNY,-0.011596,-0.011596,0
465,600066.XSHG,600066,XSHG,宇通客车,2015-02-27,L,CNY,-0.011372,-0.011372,0
466,600067.XSHG,600067,XSHG,冠城大通,2015-02-27,L,CNY,-0.003995,-0.003995,0
467,600068.XSHG,600068,XSHG,葛洲坝,2015-02-27,L,CNY,-0.012233,-0.012233,0
468,600069.XSHG,600069,XSHG,银鸽投资,2015-02-27,L,CNY,0.018255,0.018255,0
469,600070.XSHG,600070,XSHG,浙江富润,2015-02-27,L,CNY,0.091792,0.091792,0
470,600071.XSHG,600071,XSHG,凤凰光学,2015-02-27,L,CNY,-0.015026,-0.015026,0
471,600072.XSHG,600072,XSHG,中船科技,2015-02-27,L,CNY,0.016203,0.016203,0
472,600073.XSHG,600073,XSHG,上海梅林,2015-02-27,L,CNY,-0.009217,-0.009217,0
473,600074.XSHG,600074,XSHG,*ST保千,2015-02-27,L,CNY,0.029673,0.029673,0
474,600075.XSHG,600075,XSHG,新疆天业,2015-02-27,L,CNY,0.001383,0.001383,0
475,600076.XSHG,600076,XSHG,康欣新材,2015-02-27,S,CNY,,,0
476,600077.XSHG,600077,XSHG,宋都股份,2015-02-27,L,CNY,0.0464,0.0464,0
477,600078.XSHG,600078,XSHG,澄星股份,2015-02-27,L,CNY,0.002409,0.002409,0
478,600079.XSHG,600079,XSHG,人福医药,2015-02-27,L,CNY,0.016746,0.016746,0
479,600080.XSHG,600080,XSHG,金花股份,2015-02-27,L,CNY,-0.008334,-0.008334,0
480,600081.XSHG,600081,XSHG,东风科技,2015-02-27,L,CNY,0.028871,0.028871,0
481,600082.XSHG,600082,XSHG,海泰发展,2015-02-27,L,CNY,0.010928,0.010928,0
482,600083.XSHG,600083,XSHG,博信股份,2015-02-27,S,CNY,,,0
483,600084.XSHG,600084,XSHG,*ST中葡,2015-02-27,L,CNY,0.005244,0.005244,0
484,600085.XSHG,600085,XSHG,同仁堂,2015-02-27,L,CNY,-0.000887,-0.000887,0
485,600086.XSHG,600086,XSHG,东方金钰,2015-02-27,L,CNY,-0.00767,-0.00767,0
486,600088.XSHG,600088,XSHG,中视传媒,2015-02-27,L,CNY,0.012293,0.012293,0
487,600089.XSHG,600089,XSHG,特变电工,2015-02-27,L,CNY,-0.004085,-0.004085,0
488,600090.XSHG,600090,XSHG,同济堂,2015-02-27,S,CNY,,,0
489,600091.XSHG,600091,XSHG,ST明科,2015-02-27,L,CNY,0.008741,0.008741,0
490,600093.XSHG,600093,XSHG,易见股份,2015-02-27,L,CNY,0.029362,0.029362,0
491,600094.XSHG,600094,XSHG,大名城,2015-02-27,L,CNY,0.056255,0.056255,0
492,600095.XSHG,600095,XSHG,哈高科,2015-02-27,L,CNY,-0.008475,-0.008475,0
493,600096.XSHG,600096,XSHG,云天化,2015-02-27,L,CNY,-0.007021,-0.007021,0
494,600097.XSHG,600097,XSHG,开创国际,2015-02-27,L,CNY,0.010818,0.010818,0
495,600098.XSHG,600098,XSHG,广州发展,2015-02-27,L,CNY,-0.016217,-0.016217,0
496,600099.XSHG,600099,XSHG,林海股份,2015-02-27,L,CNY,-0.002101,-0.002101,0
497,600100.XSHG,600100,XSHG,同方股份,2015-02-27,L,CNY,0.01823,0.01823,0
498,600101.XSHG,600101,XSHG,明星电力,2015-02-27,L,CNY,-0.003046,-0.003046,0
499,600103.XSHG,600103,XSHG,青山纸业,2015-02-27,L,CNY,-0.007408,-0.007408,0
500,600104.XSHG,600104,XSHG,上汽集团,2015-02-27,L,CNY,-0.014564,-0.014564,0
501,600105.XSHG,600105,XSHG,永鼎股份,2015-02-27,L,CNY,0.010204,0.010204,0
502,600106.XSHG,600106,XSHG,重庆路桥,2015-02-27,L,CNY,0.005925,0.005925,0
503,600107.XSHG,600107,XSHG,美尔雅,2015-02-27,L,CNY,0.007213,0.007213,0
504,600108.XSHG,600108,XSHG,亚盛集团,2015-02-27,L,CNY,-0.005342,-0.005342,0
505,600109.XSHG,600109,XSHG,国金证券,2015-02-27,L,CNY,0.061141,0.061141,0
506,600110.XSHG,600110,XSHG,诺德股份,2015-02-27,L,CNY,0.046728,0.046728,0
507,600111.XSHG,600111,XSHG,北方稀土,2015-02-27,L,CNY,0.023913,0.023913,0
508,600112.XSHG,600112,XSHG,ST天成,2015-02-27,S,CNY,,,0
509,600113.XSHG,600113,XSHG,浙江东日,2015-02-27,L,CNY,0.021331,0.021331,0
510,600114.XSHG,600114,XSHG,东睦股份,2015-02-27,L,CNY,-0.012065,-0.012065,0
511,600115.XSHG,600115,XSHG,东方航空,2015-02-27,L,CNY,0.016728,0.016728,0
512,600116.XSHG,600116,XSHG,三峡水利,2015-02-27,L,CNY,0.036214,0.036214,0
513,600117.XSHG,600117,XSHG,西宁特钢,2015-02-27,L,CNY,0.023437,0.023437,0
514,600118.XSHG,600118,XSHG,中国卫星,2015-02-27,L,CNY,0.051604,0.051604,0
515,600119.XSHG,600119,XSHG,*ST长投,2015-02-27,L,CNY,-0.004075,-0.004075,0
516,600120.XSHG,600120,XSHG,浙江东方,2015-02-27,L,CNY,-0.027217,-0.027217,0
517,600121.XSHG,600121,XSHG,郑州煤电,2015-02-27,L,CNY,0.013793,0.013793,0
518,600122.XSHG,600122,XSHG,宏图高科,2015-02-27,L,CNY,0.100436,0.100436,0
519,600123.XSHG,600123,XSHG,兰花科创,2015-02-27,L,CNY,0.003141,0.003141,0
520,600125.XSHG,600125,XSHG,铁龙物流,2015-02-27,L,CNY,-0.009164,-0.009164,0
521,600126.XSHG,600126,XSHG,杭钢股份,2015-02-27,S,CNY,,,0
522,600127.XSHG,600127,XSHG,金健米业,2015-02-27,L,CNY,0.010016,0.010016,0
523,600128.XSHG,600128,XSHG,弘业股份,2015-02-27,L,CNY,0.001409,0.001409,0
524,600129.XSHG,600129,XSHG,太极集团,2015-02-27,S,CNY,,,0
525,600130.XSHG,600130,XSHG,波导股份,2015-02-27,L,CNY,0.007363,0.007363,0
526,600131.XSHG,600131,XSHG,岷江水电,2015-02-27,L,CNY,-0.01016,-0.01016,0
527,600132.XSHG,600132,XSHG,重庆啤酒,2015-02-27,L,CNY,-0.004852,-0.004852,0
528,600133.XSHG,600133,XSHG,东湖高新,2015-02-27,L,CNY,0.023411,0.023411,0
529,600135.XSHG,600135,XSHG,乐凯胶片,2015-02-27,L,CNY,0.002269,0.002269,0
530,600136.XSHG,600136,XSHG,当代明诚,2015-02-27,L,CNY,0.003923,0.003923,0
531,600137.XSHG,600137,XSHG,浪莎股份,2015-02-27,L,CNY,0.006696,0.006696,0
532,600138.XSHG,600138,XSHG,中青旅,2015-02-27,L,CNY,0.001148,0.001148,0
533,600139.XSHG,600139,XSHG,西部资源,2015-02-27,L,CNY,0.02111,0.02111,0
534,600141.XSHG,600141,XSHG,兴发集团,2015-02-27,L,CNY,-0.010417,-0.010417,0
535,600143.XSHG,600143,XSHG,金发科技,2015-02-27,L,CNY,0.001436,0.001436,0
536,600145.XSHG,600145,XSHG,*ST新亿,2015-02-27,L,CNY,0.022633,0.022633,0
537,600146.XSHG,600146,XSHG,商赢环球,2015-02-27,L,CNY,0.008547,0.008547,0
538,600148.XSHG,600148,XSHG,长春一东,2015-02-27,L,CNY,0.01866,0.01866,0
539,600149.XSHG,600149,XSHG,ST坊展,2015-02-27,L,CNY,0.012016,0.012016,0
540,600150.XSHG,600150,XSHG,中国船舶,2015-02-27,L,CNY,0.00935,0.00935,0
541,600151.XSHG,600151,XSHG,航天机电,2015-02-27,L,CNY,0.016438,0.016438,0
542,600152.XSHG,600152,XSHG,维科技术,2015-02-27,L,CNY,-0.001255,-0.001255,0
543,600153.XSHG,600153,XSHG,建发股份,2015-02-27,L,CNY,-0.001961,-0.001961,0
544,600155.XSHG,600155,XSHG,华创阳安,2015-02-27,L,CNY,-0.010343,-0.010343,0
545,600156.XSHG,600156,XSHG,华升股份,2015-02-27,L,CNY,0.035891,0.035891,0
546,600157.XSHG,600157,XSHG,永泰能源,2015-02-27,S,CNY,,,0
547,600158.XSHG,600158,XSHG,中体产业,2015-02-27,L,CNY,0.032035,0.032035,0
548,600159.XSHG,600159,XSHG,大龙地产,2015-02-27,L,CNY,0.0,0.0,0
549,600160.XSHG,600160,XSHG,巨化股份,2015-02-27,L,CNY,0.008097,0.008097,0
550,600161.XSHG,600161,XSHG,天坛生物,2015-02-27,L,CNY,0.014035,0.014035,0
551,600162.XSHG,600162,XSHG,香江控股,2015-02-27,L,CNY,0.002949,0.002949,0
552,600163.XSHG,600163,XSHG,中闽能源,2015-02-27,L,CNY,0.00992,0.00992,0
553,600165.XSHG,600165,XSHG,新日恒力,2015-02-27,L,CNY,-0.000849,-0.000849,0
554,600166.XSHG,600166,XSHG,福田汽车,2015-02-27,L,CNY,-0.004673,-0.004673,0
555,600167.XSHG,600167,XSHG,联美控股,2015-02-27,L,CNY,0.014383,0.014383,0
556,600168.XSHG,600168,XSHG,武汉控股,2015-02-27,L,CNY,-0.007438,-0.007438,0
557,600169.XSHG,600169,XSHG,太原重工,2015-02-27,L,CNY,-0.004,-0.004,0
558,600170.XSHG,600170,XSHG,上海建工,2015-02-27,L,CNY,-0.009452,-0.009452,0
559,600171.XSHG,600171,XSHG,上海贝岭,2015-02-27,L,CNY,0.016129,0.016129,0
560,600172.XSHG,600172,XSHG,黄河旋风,2015-02-27,L,CNY,-0.009804,-0.009804,0
561,600173.XSHG,600173,XSHG,卧龙地产,2015-02-27,L,CNY,0.003916,0.003916,0
562,600175.XSHG,600175,XSHG,美都能源,2015-02-27,L,CNY,0.007407,0.007407,0
563,600176.XSHG,600176,XSHG,中国巨石,2015-02-27,L,CNY,-0.001212,-0.001212,0
564,600177.XSHG,600177,XSHG,雅戈尔,2015-02-27,L,CNY,-0.00474,-0.00474,0
565,600178.XSHG,600178,XSHG,东安动力,2015-02-27,L,CNY,-0.020998,-0.020998,0
566,600179.XSHG,600179,XSHG,ST安通,2015-02-27,S,CNY,,,0
567,600180.XSHG,600180,XSHG,瑞茂通,2015-02-27,L,CNY,0.030203,0.030203,0
568,600182.XSHG,600182,XSHG,S佳通,2015-02-27,L,CNY,-0.004855,-0.004855,0
569,600183.XSHG,600183,XSHG,生益科技,2015-02-27,L,CNY,0.001288,0.001288,0
