ticker,monthBeginDate,turnoverVol,turnoverValue,turnoverRate,avgTurnoverRate,varReturn24,sdReturn24,avgReturn24,varReturn60,sdReturn60,avgReturn60,chg
000006,2019-07-01,14491144,80488286.76,0.0107,0.0054,0.00872255,0.09339458,-0.01068558,0.01521221,0.1233378,0.01103156,0.1
000006,2019-06-03,107231657,594290105.99,0.0795,0.0042,0.00870466,0.09329877,-0.01286895,0.01530316,0.12370595,0.01214497,-0.04
000006,2019-05-06,180317636,1014907816.36,0.134,0.0067,0.00894071,0.09455535,-0.01103053,0.01530012,0.12369364,0.01175372,-0.61
000006,2019-04-01,398033512,2734907750.72,0.2952,0.0141,0.0085917,0.09269144,-0.0065133,0.01511498,0.12294298,0.01293929,-0.65
000006,2019-03-01,748433567,4796605646.41,0.555,0.0264,0.00822829,0.09070995,-0.00229967,0.01512963,0.12300256,0.01287447,0.65
000006,2019-02-01,347654641,2016328041.12,0.2578,0.0172,0.0077945,0.08828644,-0.00911237,0.01595605,0.12631726,0.01532332,0.96
000006,2019-01-02,178803996,946416619.25,0.1327,0.006,0.00609199,0.07805123,-0.01636583,0.01546288,0.12434982,0.0119435,-0.04
000006,2018-12-03,385874142,2177663746.7,0.2862,0.0143,0.006269,0.07917699,-0.01948323,0.01572025,0.12538043,0.01017903,-0.21
000006,2018-11-01,378827591,2040464571.7,0.281,0.0128,0.00625216,0.07907061,-0.0185109,0.01610287,0.12689708,0.00835285,0.32
000006,2018-10-08,330293788,1650338001.87,0.2452,0.0136,0.0059501,0.07713686,-0.02215701,0.01677893,0.1295335,0.01090735,-0.63
000006,2018-09-03,447725870,2548227554.4,0.3322,0.0175,0.00565269,0.07518436,-0.01677535,0.01652977,0.12856814,0.01325451,0.29
000006,2018-08-01,213609821,1190778927.15,0.1583,0.0069,0.00644594,0.08028664,-0.01332259,0.01653108,0.12857324,0.01187091,-0.45
000006,2018-07-02,250826581,1423994033.65,0.1859,0.0085,0.00725873,0.08519817,-0.00412248,0.01684848,0.12980168,0.01612107,0.0
000006,2018-06-01,209847701,1361434745.01,0.1557,0.0078,0.00726441,0.0852315,-0.00378327,0.01692115,0.13008131,0.01526035,-1.07
000006,2018-05-02,368440629,2708826284.34,0.2732,0.0124,0.0065639,0.08101787,0.00223929,0.01674532,0.12940372,0.01596109,-0.06
000006,2018-04-02,269891486,1931387270.4,0.2001,0.0111,0.00677498,0.08231028,-0.00029292,0.01697489,0.1302877,0.01837688,-0.38
000006,2018-03-01,658168811,5345878521.73,0.4887,0.0287,0.00674589,0.08213334,-2e-06,0.01691968,0.13007566,0.01886584,-2.48
000006,2018-02-01,0,0.0,0.0,0.0,0.00445314,0.06673183,0.01587418,0.01608238,0.12681632,0.02079085,0.0
000006,2018-01-02,0,0.0,0.0,0.0,0.00447917,0.06692662,0.0153149,0.01617897,0.12719658,0.01982641,0.0
000006,2017-12-01,0,0.0,0.0,0.0,0.01013322,0.10066391,0.00061753,0.01632904,0.12778514,0.02177927,0.0
000006,2017-11-01,0,0.0,0.0,0.0,0.01018809,0.10093606,0.00215657,0.01744957,0.13209682,0.02648566,0.0
000006,2017-10-09,0,0.0,0.0,0.0,0.01032985,0.10163587,-0.00018187,0.01759369,0.13264122,0.02532101,0.0
000006,2017-09-01,363004863,3384414902.34,0.2698,0.045,0.0129602,0.11384287,0.01027913,0.01758404,0.13260484,0.02590288,1.4
000006,2017-08-01,266382320,2239580914.72,0.198,0.0086,0.01244047,0.11153686,-0.00137603,0.01725651,0.13136404,0.02314154,-0.06
000006,2017-07-03,300001179,2548800255.37,0.223,0.0106,0.0128039,0.11315431,-0.00502851,0.01727546,0.13143615,0.0228932,-0.3
000006,2017-06-01,576384455,5061128757.84,0.4285,0.0195,0.01349789,0.11618043,-0.00929009,0.01733859,0.13167608,0.02244993,0.42
000006,2017-05-02,419122446,3474629733.35,0.3117,0.0156,0.0137164,0.11711705,-0.01744377,0.01742775,0.13201421,0.02013944,0.07
000006,2017-04-05,506121262,4530064760.0,0.3762,0.0209,0.01891301,0.13752459,-0.00381031,0.0174787,0.13220703,0.01939554,0.04
000006,2017-03-01,276929520,2402060442.74,0.2061,0.009,0.02348733,0.15325576,0.00962476,0.01776901,0.13330043,0.02185586,-0.5
000006,2017-02-03,259134916,2294799684.77,0.1926,0.0107,0.02773898,0.16655022,0.02614015,0.01767029,0.13292965,0.023564,0.11
000006,2017-01-03,435952893,4115172097.31,0.3242,0.018,0.02774137,0.16655742,0.02606022,0.01818868,0.13486541,0.02669347,-0.78
000006,2016-12-01,734239618,7097201625.69,0.5459,0.0248,0.02769949,0.16643164,0.02624878,0.01801268,0.13421131,0.02924799,-0.15
000006,2016-11-01,564168696,5645833306.24,0.4195,0.0191,0.02762616,0.16621119,0.02756025,0.01835387,0.13547646,0.02750555,-0.24
000006,2016-10-10,837467374,8602476819.44,0.6225,0.0389,0.02773982,0.16655277,0.03295549,0.01869478,0.13672884,0.02584438,0.18
000006,2016-09-01,1016179967,9271800912.38,0.7555,0.0378,0.02779098,0.16670628,0.03516544,0.01870465,0.13676494,0.02639021,1.16
000006,2016-08-01,1145924645,9685494682.19,0.8526,0.0371,0.02747782,0.16576436,0.03328115,0.01864965,0.13656373,0.02292304,1.07
000006,2016-07-01,360821314,2735995448.18,0.2693,0.0128,0.02703429,0.16442108,0.03063416,0.01849823,0.13600821,0.01957131,0.06
000006,2016-06-01,314009690,2299066331.14,0.2342,0.0117,0.02713078,0.16471424,0.03384298,0.01850634,0.136038,0.01934956,-0.01
000006,2016-05-03,228456223,1709137914.43,0.1704,0.0081,0.02715494,0.16478757,0.03335441,0.01856684,0.13626018,0.0204163,-0.55
000006,2016-04-01,475734344,3973597707.5,0.3551,0.0178,0.02686161,0.16389513,0.03504153,0.01864682,0.13655335,0.02002785,-0.37
000006,2016-03-01,1120954884,9703013438.52,0.8366,0.0364,0.02737545,0.16545528,0.03272457,0.01858993,0.13634488,0.02062201,0.95
000006,2016-02-01,457400197,3782341146.77,0.3414,0.0213,0.02906136,0.17047394,0.03790109,0.01846155,0.13587329,0.01989903,-0.1
000006,2016-01-04,396269853,3390235081.23,0.2958,0.0148,0.02907323,0.17050873,0.03779295,0.01844283,0.13580437,0.02038059,-4.06
000008,2019-07-01,32945874,126907194.4,0.0127,0.0064,0.01094805,0.10463291,-0.02209007,0.03744578,0.19350912,0.02621948,0.07
000008,2019-06-03,277298938,1054174513.58,0.1071,0.0056,0.01102092,0.10498055,-0.02137562,0.03745634,0.19353641,0.02591001,-0.04
000008,2019-05-06,396062325,1547859274.62,0.153,0.0077,0.01111781,0.10544101,-0.01986811,0.03751029,0.19367573,0.02537527,-0.48
000008,2019-04-01,1381529064,6617149060.9,0.534,0.0254,0.01120763,0.10586611,-0.0203113,0.03730542,0.19314612,0.0262882,-0.33
000008,2019-03-01,1555615079,7217308985.96,0.6062,0.0289,0.01122649,0.10595514,-0.02048156,0.03718436,0.19283247,0.02709271,-0.05
000008,2019-02-01,706067639,3014778413.44,0.2761,0.0184,0.01123661,0.10600287,-0.02013058,0.03718532,0.19283495,0.02708038,1.03
000008,2019-01-02,449147168,1779702745.94,0.1757,0.008,0.00713221,0.08445242,-0.03168169,0.03621878,0.19031232,0.02438682,-0.25
000008,2018-12-03,385758918,1523971349.61,0.1518,0.0076,0.00713562,0.08447262,-0.03173099,0.03617376,0.190194,0.02466165,0.13
000008,2018-11-01,809116195,3391072088.29,0.318,0.0167,0.00699936,0.08366218,-0.03623654,0.03644929,0.19091697,0.02234412,-0.65
000008,2018-10-08,844531548,3353137182.11,0.3322,0.0185,0.00657365,0.08107802,-0.02903335,0.0359693,0.18965575,0.02574703,0.01
000008,2018-09-03,730914062,3294381755.94,0.2877,0.0151,0.00660543,0.0812738,-0.02861205,0.03598207,0.1896894,0.02553572,0.5
000008,2018-08-01,697436589,2688238882.91,0.2738,0.0144,0.00564391,0.07512594,-0.03289573,0.03585261,0.18934785,0.02472855,-1.06
000008,2018-07-02,0,0.0,0.0,0.0,0.00420544,0.0648494,-0.0264006,0.03490217,0.18682124,0.02806865,0.0
000008,2018-06-01,147203445,776638872.64,0.0576,0.0192,0.004284,0.0654523,-0.02969108,0.03496744,0.18699582,0.02969071,-0.57
000008,2018-05-02,444681052,2596204019.5,0.174,0.0079,0.00408693,0.0639291,-0.02784975,0.03480063,0.18654928,0.03043756,-0.43
000008,2018-04-02,104139657,678457124.3,0.0407,0.0045,0.00445364,0.06673559,-0.02160368,0.03558798,0.18864778,0.0361799,-0.83
000008,2018-03-01,268327680,1930713306.25,0.103,0.0047,0.00400563,0.06329003,-0.01689454,0.03536672,0.18806041,0.03699491,-0.72
000008,2018-02-01,103404169,795624019.51,0.0495,0.0033,0.01390811,0.11793265,0.00710796,0.03508221,0.18730247,0.03976665,-0.72
000008,2018-01-02,156971512,1322273054.93,0.0779,0.0035,0.01432424,0.1196839,0.00536122,0.03490763,0.18683585,0.04321971,-0.47
000008,2017-12-01,144095918,1228975940.08,0.0725,0.0035,0.01783026,0.13353,-0.00442671,0.0349204,0.18687,0.04656913,0.27
000008,2017-11-01,158053738,1402141884.85,0.0797,0.0036,0.01777136,0.13330928,-0.00582399,0.03495169,0.18695372,0.04758294,-0.7
000008,2017-10-09,172772594,1579813769.01,0.0869,0.0051,0.01790153,0.13379659,-0.00660896,0.03515874,0.18750665,0.04687895,0.15
000008,2017-09-01,255494049,2219429915.64,0.1277,0.0064,0.03183111,0.17841275,0.01649409,0.03516298,0.18751794,0.04681422,0.97
000008,2017-08-01,214541055,1701217537.1,0.1071,0.0047,0.0314346,0.17729805,0.01394527,0.03514637,0.18747365,0.04443806,0.52
000008,2017-07-03,126193269,939953198.73,0.063,0.003,0.03225206,0.17958857,0.0052457,0.03540844,0.18817131,0.04615321,0.26
000008,2017-06-01,113373398,823570985.61,0.0564,0.0026,0.03221679,0.17949037,0.00445541,0.03611682,0.19004426,0.04288956,0.19
000008,2017-05-02,152865179,1133608061.25,0.0761,0.0038,0.03219156,0.17942007,0.00327769,0.03623096,0.19034432,0.04453879,-0.99
000008,2017-04-05,239612390,2115095755.74,0.119,0.0066,0.03147673,0.17741684,0.00838289,0.035962,0.1896365,0.04925059,-0.66
000008,2017-03-01,199496295,1716504156.05,0.0997,0.0043,0.03116342,0.17653165,0.01152934,0.03593208,0.18955758,0.049372,-0.02
000008,2017-02-03,137033956,1199771657.04,0.0696,0.0039,0.0412933,0.20320754,0.0326832,0.03633862,0.19062691,0.05299381,0.05
000008,2017-01-03,122437918,1116979967.84,0.0821,0.0046,0.04127351,0.20315882,0.03311474,0.03633528,0.19061814,0.05456006,-0.61
000008,2016-12-01,260770548,2512700538.67,0.1745,0.0079,0.04138965,0.20344446,0.04221728,0.03612773,0.19007297,0.05577046,-0.74
000008,2016-11-01,500324405,5040818122.58,0.3348,0.0152,0.04160765,0.20397954,0.04138399,0.03796906,0.19485652,0.05200481,0.25
000008,2016-10-10,258712659,2745082049.92,0.173,0.0288,0.04276316,0.20679255,0.04904837,0.03826633,0.19561782,0.05018351,0.12
000008,2016-09-01,193938895,1814171591.14,0.1297,0.0065,0.0443198,0.21052267,0.05885229,0.03824294,0.19555801,0.05068089,0.24
000008,2016-08-01,315875338,3066559187.76,0.2112,0.0092,0.07525161,0.27432027,0.09623655,0.03885593,0.19711908,0.0478845,-0.58
000008,2016-07-01,208872161,2205859815.9,0.1396,0.0066,0.07461625,0.27315975,0.09864599,0.03879145,0.19695545,0.04821486,-0.86
000008,2016-06-01,356624462,3963000689.25,0.2381,0.0119,0.07365639,0.27139711,0.10193647,0.0385278,0.19628501,0.04986762,-0.67
