dailyReturnNoReinv,exchangeCD,ListSector,totalShares,nonrestFloatShares,nonrestfloatA,TShEquity,AccountsPayablesTDays,AccountsPayablesTRate,AdminiExpenseRate,ARTDays,ARTRate,ASSI,BLEV,BondsPayableToAsset,CashRateOfSales,CashToCurrentLiability,CMRA,CTOP,CTP5,CurrentAssetsRatio
0.0,1,1,1105700000.0,1105700000.0,1105700000.0,5424702259.02,30.0543,11.9783,0.0219,-489.9292,-0.7348,24.2662,3.2176,0.0693,0.539,0.17,0.4746,0.0,0.0034,0.9391
1.0,1,1,462080000.0,462080000.0,462080000.0,1867963444.89,273.0375,1.3185,0.1035,266.0951,1.3529,21.9877,1.0391,0.0,0.1333,0.0364,0.8854,0.0056,0.0,0.3914
0.0,0,0,813744400.0,813594400.0,813594400.0,4031224472.1,-65.4153,-5.5033,0.2205,169.8033,2.1201,22.2495,1.0846,0.0648,0.3556,0.4958,0.875,0.0213,0.0019,0.2222
0.0,0,2,413833000.0,252723600.0,252723600.0,215235067.46,-151.8091,-2.3714,0.0712,130.6668,2.7551,21.928,1.0812,0.0295,-0.034,0.0919,0.6099,0.004,0.0012,0.9241
1.0,0,1,538395100.0,537598400.0,537598400.0,645267734.13,31.9727,11.2596,0.0968,49.3719,7.2916,20.9861,1.3425,0.0,-0.1031,1.6158,0.48200000000000004,0.0,0.0,0.5097
1.0,0,0,933986700.0,782722400.0,782722400.0,4539375696.85,120.068,2.9983,0.1767,116.8035,3.0821,22.8824,1.2936,0.1148,0.1096,0.5827,0.5554,0.0,0.0011,0.6917
0.0,0,2,1050319900.0,681705300.0,681705300.0,2739309233.18,62.6512,5.7461,0.1383,93.816,3.8373,21.5776,1.0542,0.0,0.2589,0.3972,0.6353,0.0059,0.006,0.3336
0.0,0,1,771844700.0,654444300.0,654444300.0,520523985.63,104.0432,3.4601,0.9594,34.5023,10.4341,21.5899,1.0258,0.0,-1.8784,0.9811,1.3276,0.0,0.0,0.3406
0.0,0,0,737591200.0,686006800.0,686006800.0,2824112500.36,169.9075,2.1188,0.0758,129.5523,2.7788,22.5608,1.4238,0.1283,0.0904,0.1949,1.0347,0.0175,0.0073,0.5944
0.0,0,0,1136650800.0,1011657100.0,1011657100.0,8742128592.32,397.6143,0.9054,0.14800000000000002,301.9881,1.1921,23.5501,1.3064,0.0,-0.0751,1.0923,0.7484,0.006999999999999999,0.0031,0.6165
0.0,0,0,261715500.0,230416000.0,230416000.0,2737781638.74,123.1316,2.9237,0.0562,148.0446,2.4317,22.2463,1.1046,0.0,0.2754,0.4688,0.5703,0.0066,0.0023,0.6365
0.0,1,1,2157454100.0,2157454100.0,2157454100.0,19214998194.9,-4.3618,-82.5345,0.0023,-6.254,-57.5628,24.7333,1.5530000000000002,0.018000000000000002,0.0026,0.1194,0.3721,0.0134,0.0046,0.7792
1.0,0,1,511274200.0,506444600.0,457016600.0,3618029699.8,21.1285,17.0386,0.0834,44.3661,8.1143,22.1519,1.073,0.0,0.0856,2.4049,0.6434,0.0,0.0,0.6489
1.0,0,0,1782793800.0,1624952700.0,1624952700.0,2540197163.09,71.7961,5.0142,0.0546,173.9214,2.0699,21.8513,1.0029,0.0,0.1754,0.4415,0.6414,0.0,0.001,0.6041
1.0,0,2,728312600.0,527152400.0,527152400.0,2424813148.52,84.7238,4.2491,0.2367,119.0201,3.0247,21.7373,1.005,0.0,0.1233,0.5994,0.8666,0.0036,0.0023,0.3565
0.0,1,1,1199998300.0,1199998300.0,1199998300.0,13042936832.1,130.4773,2.7591,0.0689,73.5489,4.8947,23.7593,1.6499,0.1436,0.3992,0.5472,0.5516,0.0242,0.0054,0.1821
0.0,1,1,337296600.0,336825900.0,336825900.0,1419310403.85,25.7708,13.9693,0.1171,137.8941,2.6107,21.061,1.0077,0.0,0.1238,2.7423,0.5191,0.0073,0.0096,0.5815
0.0,0,0,552960000.0,552960000.0,552960000.0,1185756527.71,217.0767,1.6584,0.0855,102.6782,3.5061,21.7267,1.3712,0.0,0.1179,0.1311,0.5827,0.0,0.0,0.3539
0.0,0,0,378630000.0,301358900.0,301358900.0,2501251053.2,123.7624,2.9088,0.0266,202.3723,1.7789,22.1597,1.0008,0.0,-0.0049,0.3105,1.2871,0.0209,0.0039,0.6873
0.0,1,1,776250400.0,394125300.0,394125300.0,11912466242.4,30.3066,11.8786,0.0363,-20.9845,-17.1555,23.7111,1.2047,0.0554,0.0852,0.5202,0.4725,0.0172,0.0242,0.4052
0.0,1,1,3090803500.0,2336900400.0,1996900400.0,31064509709.8,223.8806,1.608,0.1139,-144.4275,-2.4926,25.0714,1.1541,0.0,-0.0082,0.5362,0.2447,0.0,0.0047,0.8562
1.0,0,1,753126900.0,702090500.0,702090500.0,1915374978.24,114.0829,3.1556,0.0912,155.7363,2.3116,21.9605,1.2001,0.0,0.0862,0.1874,0.4318,0.0,0.0,0.6359
0.0,1,1,814921700.0,814921700.0,814921700.0,5971344430.01,188.8574,1.9062,0.0609,105.9977,3.3963,22.7266,1.1938,0.0953,0.2199,0.7415,0.7925,0.0204,0.0209,0.5928
1.0,0,2,544846700.0,369176200.0,369176200.0,2869897499.83,25.2419,14.262,0.2226,217.72,1.6535,21.9657,1.0059,0.0,0.1085,0.6146,0.6591,0.0035,0.0033,0.3853
0.0,0,0,415763000.0,397149600.0,397149600.0,2336608875.64,54.3281,6.6264,0.0875,-3.2739999999999996,-109.9556,21.7158,1.0252,0.0,0.1382,1.9521,0.5092,0.04,0.0258,0.6387
1.0,1,1,553275400.0,553275400.0,553275400.0,1041044720.2,303.5669,1.1859,0.0984,241.7892,1.4889,21.7099,1.1918,0.0621,-0.1,0.2469,0.7807,0.0,0.0014,0.514
0.0,1,1,827793500.0,786115500.0,786115500.0,3397264415.31,458.0735,0.7859,0.126,317.2086,1.1349,22.6384,1.2004,0.0,0.0084,0.0036,0.6195,0.0,0.0,0.4433
1.0,1,1,394793700.0,394793700.0,394793700.0,32256971.19,13.0308,27.6268,0.2138,75.9798,4.7381,18.6221,1.0490000000000002,0.0,0.1494,1.9113,1.2712,0.0,0.0,0.8732
0.0,0,1,383417600.0,383406600.0,383406600.0,1376216630.1,145.0443,2.4819999999999998,0.1257,217.0505,1.6586,21.4463,1.08,0.0,-0.165,0.1811,0.6791,0.0043,0.0023,0.6732
1.0,1,1,3451137200.0,3451137200.0,3451137200.0,19635117378.5,23.3035,15.4483,0.0553,-2.5355,-141.9836,24.3945,1.5301,0.0,0.0095,0.1729,0.4765,0.0043,0.0017,0.41200000000000003
0.0,0,0,1010100000.0,605549700.0,605549700.0,3224150540.42,39.1909,9.1858,0.0655,5.8058,62.0074,22.9485,1.2102,0.0215,0.1121,0.0945,1.0924,0.0184,0.0069,0.4134
1.0,0,0,2085234200.0,1163143400.0,1163143400.0,13150793480.3,59.2086,6.0802,0.0523,-0.7878,-456.9524,24.0037,1.5475,0.0524,0.1134,0.5821,0.9744,0.0162,0.0083,0.3647
1.0,0,1,591484400.0,591484400.0,591484400.0,2942656169.5,26.5653,13.5515,0.0863,15.3017,23.5268,22.1605,1.1921,0.0,0.2457,1.5379,0.3545,0.0159,0.003,0.3066
0.0,0,2,713767400.0,304856800.0,304856800.0,6410115791.97,134.786,2.6709,0.0995,73.8795,4.8728,22.7526,1.2644,0.0,-0.0019,0.5985,1.7985,0.0006,0.0002,0.5245
0.0,0,0,1247335200.0,1194937500.0,1194937500.0,6723281645.21,61.1372,5.8884,0.113,109.6157,3.2842,23.2227,1.0223,0.0,0.0145,0.4203,0.4247,0.0053,0.0028,0.6634
1.0,1,1,1060899300.0,535250000.0,535250000.0,6642527902.08,11.2573,31.9792,0.3263,-9.6989,-37.1176,23.6301,1.2324,0.0438,-1.1129,0.7189,0.4913,0.0227,0.0049,0.8706
0.0,0,0,454856400.0,370907600.0,370907600.0,3650598152.74,33.3031,10.8098,0.1257,71.8993,5.007,22.2728,1.0319,0.0,0.1871,0.1168,0.6229,0.0084,0.0018,0.5108
0.0,0,1,459611800.0,429079800.0,429079800.0,1241823365.89,126.6446,2.8426,0.0591,99.6981,3.6109,21.8002,1.2346,0.0,0.0701,0.1808,0.8455,0.0,0.0,0.4367
0.0,1,1,62458000.0,62458000.0,62458000.0,201211392.01,215.118,1.6735,0.419,-192.8537,-1.8667,20.2829,1.0163,0.0,0.3137,0.439,0.7806,0.0,0.0,0.2219
0.0,0,1,670208600.0,272369900.0,272369900.0,2730508476.11,17.8329,20.1874,0.0476,-25.7743,-13.9674,22.1955,1.1834,0.0,0.0712,1.2919,0.6928,0.0307,0.0016,0.3272
0.0,0,2,254058600.0,252233200.0,252233200.0,899384218.5,71.6375,5.0253,0.1977,49.6613,7.2491,20.7093,1.0047,0.0,0.1195,1.8435,0.5722,0.0183,0.0101,0.9388
0.0,0,0,3092505400.0,1994799800.0,1994799800.0,5689691606.15,-27.6038,-13.0417,0.0095,12.0551,29.8628,23.1274,1.0937,0.0398,-0.0513,0.1838,0.5467,0.057999999999999996,0.0114,0.8461
1.0,1,1,521600000.0,521600000.0,521600000.0,1320780080.15,76.5013,4.7058,0.0368,-42.7635,-8.4184,22.4835,1.1832,0.0,0.0587,0.0294,0.5742,0.0139,0.0059,0.3489
0.0,0,0,565214700.0,565214700.0,565214700.0,1122150947.55,199.9334,1.8006,0.0758,-421.1511,-0.8548,21.7892,1.1275,0.0,0.486,-0.019,0.3506,0.006999999999999999,0.0023,0.7159
1.0,0,1,344708300.0,343483400.0,343483400.0,970577108.89,114.007,3.1577,0.1416,1.4643,245.8533,21.6347,1.4704,0.1197,0.3281,0.1573,0.9413,0.0031,0.002,0.253
1.0,0,0,243442400.0,243442400.0,243442400.0,376788175.26,159.3767,2.2588,0.1432,116.5011,3.0901,20.1311,1.0016,0.0,0.0934,-0.2448,0.6784,0.0,0.0,0.34
0.0,0,2,1600000000.0,866969000.0,866969000.0,4682964950.12,302.9538,1.1883,0.1002,128.1321,2.8096,22.3019,1.0307,0.0,0.1477,0.5651,1.1939,0.0029,0.0034,0.6185
0.0,1,1,1862514900.0,1852795000.0,1852795000.0,14298464732.3,11.7293,30.6924,0.0426,0.0655,5493.9165,23.7076,1.271,0.1101,0.0891,2.1879,0.3677,0.0168,0.0118,0.7945
0.0,0,0,401000000.0,391717400.0,391717400.0,386629189.53,104.8371,3.4339,0.0537,81.9896,4.3908,22.0628,1.1094,0.0,-0.0114,-0.0388,0.9029,0.0,0.0003,0.6459
1.0,0,0,283500600.0,204747800.0,204747800.0,1961356217.34,17.814,20.2088,0.1217,35.7849,10.0601,21.5901,1.0387,0.0,0.095,1.5993,0.4526,0.0262,0.0126,0.4945
1.0,0,1,769505400.0,628943600.0,628943600.0,4628327575.48,158.0264,2.2781,0.0191,22.8387,15.7627,23.1604,1.2564,0.0,0.0008,0.5569,0.9129999999999999,0.0109,0.0043,0.8125
1.0,0,0,957854000.0,673960600.0,673960600.0,8786749084.01,101.9079,3.5326,0.1047,201.5226,1.7864,23.0702,1.012,0.0,0.1571,0.4647,0.5753,0.0078,0.0039,0.721
0.0,0,2,6715608600.0,5484752800.0,5484752800.0,18293084984.5,16.1568,22.2817,0.4693,61.1413,5.888,24.533,1.4866,0.1211,-3.0914,0.7874,0.5169,0.0013,0.0019,0.8793
0.0,0,1,2419524400.0,2419524400.0,2419524400.0,6581928758.12,56.2641,6.3984,0.0042,0.0179,20075.05,23.3549,1.0728,0.0,0.1507,0.1175,1.0714,0.0,0.0,0.28300000000000003
0.0,1,1,5091291600.0,4309898200.0,4309898200.0,17095085524.0,25.6423,14.0393,0.0567,-0.9143,-393.7256,24.191999999999997,1.4055,0.0031,0.1895,0.3368,0.5194,0.0055,0.0072,0.1575
1.0,0,0,3778079700.0,1063886500.0,1063886500.0,32158614284.0,29.1328,12.3572,0.0238,29.8862,12.0457,24.5632,1.3527,0.0,0.1297,0.2556,0.6038,0.0,0.0004,0.1859
0.0,0,2,172765600.0,167930000.0,167930000.0,1367202537.64,130.8235,2.7518,0.2656,241.773,1.489,21.521,1.1069,0.0,-0.1042,0.5223,0.7703,0.0016,0.0006,0.7035
0.0,1,1,204480000.0,204480000.0,204480000.0,1506384327.51,37.5102,9.5974,0.0501,60.4037,5.9599,21.3978,1.0769,0.0,0.1048,0.6806,0.4077,0.0208,0.0127,0.5983
0.0,0,0,452180000.0,188103400.0,188103400.0,3505577111.38,88.2439,4.0796,0.0847,180.7955,1.9912,22.0526,1.0064,0.0,0.0265,0.1643,1.11,0.0053,0.002,0.2173
1.0,1,1,622350700.0,622350700.0,622350700.0,1792555343.44,265.5259,1.3558,0.1084,187.081,1.9243,21.7077,1.0113,0.0,0.187,0.8381,0.7263,0.0048,0.0034,0.9298
1.0,1,1,2405000000.0,2405000000.0,2405000000.0,22676525681.1,127.7139,2.8188,0.0362,67.3804,5.3428,24.4561,1.2177,0.0359,0.1822,0.1527,0.3507,0.0291,0.0032,0.3031
0.0,0,0,689210100.0,362559400.0,362559400.0,7149208777.89,131.4636,2.7384,0.1117,113.1933,3.1804,22.8874,1.0123,0.0,0.1189,0.6057,0.8845,0.0061,0.0069,0.3705
1.0,1,1,997717800.0,997257300.0,997257300.0,4584304579.21,107.5462,3.3474,0.0791,111.094,3.2405,22.4395,1.0033,0.0,0.21100000000000002,2.1965,0.3646,0.0534,0.0193,0.8165
1.0,0,0,524373000.0,522942000.0,522942000.0,3656764220.26,79.2655,4.5417,0.0794,60.3409,5.9661,22.3872,1.2288,0.0,0.1071,0.5134,0.8697,0.0053,0.0048,0.4325
0.0,0,0,981311700.0,914404900.0,914404900.0,2908169360.35,79.7872,4.512,0.0525,150.2818,2.3955,22.6458,1.3719999999999999,0.069,0.0231,0.0998,0.46399999999999997,0.0063,0.0045,0.5309
0.0,1,1,2120837700.0,2120837700.0,2120837700.0,7101117149.52,79.5668,4.5245,0.0611,136.1162,2.6448,23.2715,1.4397,0.1134,0.0485,0.8518,0.68,0.0351,0.0339,0.6559
0.0,0,1,324929000.0,324929000.0,324929000.0,2203544662.85,88.3176,4.0762,0.126,-4.2231,-85.245,21.6651,1.0031,0.0,0.2586,0.6212,0.4766,0.0053,0.0027,0.7362
1.0,0,1,681249000.0,681195700.0,681195700.0,7023603404.36,346.754,1.0382,0.1751,-62.3722,-5.7718,22.9926,1.0145,0.0,0.3398,0.0496,0.5655,0.0093,0.0061,0.1245
1.0,1,1,2726196600.0,2726196600.0,2726196600.0,19857836107.8,31.4399,11.4504,0.023,10.5091,34.2559,24.3561,1.6683,0.1531,0.0807,1.1266,0.5964,0.0158,0.0138,0.2625
0.0,0,2,117000000.0,92397600.0,92397600.0,360632727.94,215.8273,1.6680000000000001,0.1521,269.4207,1.3362,20.521,1.0097,0.0,0.4356,0.3801,1.0881,0.0,0.0011,0.5533
1.0,1,1,1716265000.0,891097600.0,891097600.0,35794013061.3,75.5477,4.7652,0.0723,103.3236,3.4842,24.5012,1.1034,0.0,-0.003,0.9257,0.3284,0.0121,0.0035,0.7398
1.0,0,0,739265900.0,729021000.0,729021000.0,3399990175.76,255.1382,1.411,0.1101,78.9162,4.5618,22.8055,1.3056,0.0,0.2271,0.1796,0.4727,0.0311,0.0116,0.6753
0.0,1,1,110680000.0,110680000.0,110680000.0,1139369573.55,59.9451,6.0055,0.1547,4.1903,85.9129,20.8955,1.0184,0.0,0.369,0.5029,0.5559,0.0063,0.0022,0.2444
0.0,0,1,207450000.0,207310100.0,207310100.0,2158700018.95,71.3719,5.044,0.0169,77.5127,4.6444,23.0043,1.2659,0.0,-0.0066,0.2066,0.3877,0.0,0.0,0.9079
0.0,0,1,1810552200.0,1804415300.0,1756596300.0,7239628805.29,144.27700000000002,2.4952,0.0891,138.7551,2.5945,23.098000000000003,1.1464,0.0,0.0746,0.6113,0.3172,0.0268,0.0133,0.5031
0.0,0,1,1285702500.0,1285702500.0,1285702500.0,584643961.22,-4.2771,-84.1696,0.0765,66.6482,5.4015,21.6997,3.0315,0.0,0.1722,-0.0187,0.7054,0.0,0.0,0.2951
0.0,0,2,719153300.0,535550900.0,535550900.0,2238213159.28,162.756,2.2119,0.0883,161.9652,2.2227,21.8826,1.0148,0.0,0.1174,0.2403,0.56,0.0223,0.0079,0.6579999999999999
0.0,1,1,1200004900.0,1200004900.0,1200004900.0,8175288053.76,62.4924,5.7607,0.1316,108.43700000000001,3.3199,23.4054,1.2875,0.0,0.4491,1.0955,0.7714,0.0491,0.0118,0.5015
1.0,0,2,202000000.0,86300000.0,86300000.0,622235793.8,184.748,1.9486,0.1754,112.0169,3.2138,21.1133,1.0427,0.0,0.1983,0.0479,1.1029,0.0012,0.0008,0.6453
0.0,1,1,871528300.0,865848300.0,865848300.0,7432747153.28,210.9952,1.7062,0.0789,97.6245,3.6876,23.0704,1.0025,0.0,0.1687,0.3275,1.2156,0.0095,0.0085,0.7344
0.0,1,1,1544400000.0,1544400000.0,1544400000.0,6331043298.06,25.2676,14.2475,0.0412,26.995,13.3358,23.0817,1.3663,0.0,0.1924,0.4251,0.6657,0.0272,0.0194,0.2291
0.0,1,1,935210300.0,935210300.0,935210300.0,2829040094.08,218.5925,1.6469,0.1121,-88.0023,-4.0908,22.3064,1.4459,0.1378,0.3574,0.5133,0.7105,0.0179,0.0098,0.4292
1.0,1,1,1500000000.0,1500000000.0,1500000000.0,7788446263.14,11.4847,31.346,0.0477,27.3064,13.1837,23.2089,1.2505,0.1329,0.1093,0.4284,0.2734,0.0429,0.0204,0.4293
0.0,1,1,803146700.0,803146700.0,803146700.0,3820888308.77,135.6699,2.6535,0.662,-102.0437,-3.5279,22.4441,1.0586,0.0,0.2499,0.3404,0.5596,0.0058,0.0043,0.4352
0.0,0,0,1169516900.0,1165442700.0,1165442700.0,3089625741.64,68.8152,5.2314,0.0382,81.60300000000001,4.4116,22.3243,1.0003,0.0,-0.0347,0.1574,0.3772,0.0102,0.0085,0.7008
0.0,0,1,504000000.0,502978000.0,502978000.0,3546280081.52,47.696000000000005,7.5478,0.1073,79.4825,4.5293,22.0937,1.0087,0.0,0.1818,1.4341,0.5953,0.0228,0.0107,0.5907
0.0,1,1,1739556700.0,1128242200.0,1128242200.0,15481552890.1,135.1199,2.6643,0.5589999999999999,218.9914,1.6439,24.3467,1.2908,0.1154,-6.732,0.3589,0.6643,0.0033,0.0007,0.7089
0.0,0,0,235000000.0,120974000.0,120974000.0,1929470995.11,27.9377,12.8858,0.1305,-15.5899,-23.0918,21.6375,1.0231,0.0,-0.1396,0.5868,0.6429,0.0353,0.016,0.6203
0.0,0,2,963309400.0,926044100.0,926044100.0,2125755679.55,117.7664,3.0569,0.1121,96.4682,3.7318,22.0182,1.1041,0.0,0.2186,1.051,0.4662,0.0084,0.004,0.5047
0.0,0,0,14677880300.0,14677880300.0,14677880300.0,14297319934.5,-51.1822,-7.0337,0.0434,78.48100000000001,4.5871,23.4775,1.0911,0.0,0.3097,1.1877,0.6852,0.0084,0.0098,0.7035
1.0,1,1,996565700.0,996565700.0,996565700.0,4041783158.53,109.6191,3.2841,0.1179,106.2825,3.3872,22.4318,1.1015,0.0,0.0048,0.5283,0.5686,0.0064,0.001,0.4017
0.0,0,2,1040921500.0,909062900.0,909062900.0,1594873289.2,133.3333,2.7,0.1156,219.3116,1.6415,21.7213,1.1472,0.0,-0.006999999999999999,0.166,0.4773,0.0041,0.0017,0.6309
0.0,0,2,963341100.0,714837200.0,714837200.0,3608696189.57,96.2387,3.7407,0.10800000000000001,170.8915,2.1066,21.9156,1.0855,0.0,0.128,-0.0026,0.2873,0.0024,0.0028,0.4545
0.0,0,2,3926828281.0,3910466710.0,3910466710.0,16972921548.1,107.7812,3.3401,0.1314,66.4341,5.4189,24.2736,1.4735,0.1069,0.1861,0.611,0.5945,0.0117,0.0049,0.3515
0.0,0,0,306829900.0,186471700.0,186471700.0,1241777686.75,43.1236,8.3481,0.2848,226.9289,1.5864,21.1112,1.0039,0.0,0.1644,0.9099,0.6612,0.0458,0.0061,0.3865
0.0,0,1,1749809500.0,1749809500.0,1749809500.0,11285606626.9,63.6087,5.6596,0.0401,86.0359,4.1843,23.5767,1.1182,0.0573,0.0696,0.3378,0.8257,0.0096,0.0161,0.7981
0.0,0,1,251221700.0,251093700.0,251093700.0,1371441041.53,31.069000000000003,11.5871,0.1568,-17.5181,-20.5502,21.7145,1.1645,0.0,0.0598,0.9178,0.5283,0.0263,0.0055,0.4465
0.0,0,2,881577300.0,847893300.0,847893300.0,3642001346.53,370.7136,0.9711,0.1125,-72.3226,-4.9777,22.6511,1.0665,0.0,-0.1789,0.1835,0.9345,0.004,0.0046,0.7633
0.0,1,1,1105691100.0,1105691100.0,1105691100.0,3197030235.67,54.0151,6.6648,0.1281,19.429000000000002,18.529,21.9858,1.012,0.0,0.2139,0.7515,0.7340000000000001,0.0055,0.0037,0.6894
0.0,1,1,3253331900.0,3253331900.0,3253331900.0,23512833230.4,57.5181,6.2589,0.0943,58.1536,6.1905,24.6245,1.9107,0.1112,0.0277,0.3872,0.429,0.021,0.0204,0.6565
0.0,1,1,406428100.0,403466700.0,403466700.0,4398040990.89,82.5045,4.3634,0.0614,43.7419,8.2301,23.2264,1.1906,0.0,0.0649,0.1921,0.619,0.0036,0.0018,0.5519
0.0,0,0,373318000.0,235663300.0,235663300.0,1371338071.84,24.6381,14.6115,0.0224,53.7771,6.6943,23.4566,1.0214,0.0,-0.0108,0.1504,0.8822,0.0025,0.0033,0.9761
0.0,0,0,1504710500.0,1083415300.0,1083415300.0,11619953910.4,84.2145,4.2748,0.039,179.919,2.0009,24.0946,1.2098,0.0343,-0.149,0.0606,0.3252,0.0049,0.0016,0.7818
0.0,0,0,572000000.0,485261100.0,485261100.0,3628463266.86,102.8924,3.4988,0.0556,45.3104,7.9452,22.6384,1.0239,0.0,0.1061,0.0766,0.4417,0.0245,0.0252,0.5660000000000001
0.0,0,2,807885300.0,729292300.0,729292300.0,2272884209.3,39.3886,9.1397,0.1917,188.0387,1.9145,21.7819,1.0937,0.0,0.1553,0.5291,0.8135,0.0021,0.0048,0.4607
0.0,1,1,2288119500.0,2288119500.0,2288119500.0,6960170621.69,104.23,3.4539,0.0476,-47.323,-7.6073,23.1037,1.2949,0.0,0.4074,10.6391,0.4995,0.0211,0.01,0.5558
0.0,0,1,279006000.0,278564500.0,278564500.0,1367078874.06,36.1109,9.9693,0.1101,-44.2483,-8.1359,21.5083,1.1916,0.0,0.0613,1.1576,0.8594,0.0118,0.0044,0.4591
0.0,0,2,259797400.0,222065000.0,222065000.0,837311991.85,107.9363,3.3353,0.2113,22.4443,16.0397,20.9259,1.0129,0.0,-0.0754,-0.0856,0.8436,0.0118,0.0092,0.7067
1.0,0,1,2407945400.0,2407925900.0,1596574300.0,9633015948.86,36.022,9.9939,0.0234,62.6697,5.7444,23.8803,1.0422,0.0,-0.1079,0.1989,0.5292,0.0325,0.0077,0.8
0.0,0,1,465519600.0,465485400.0,465485400.0,1604728564.06,18.8918,19.0559,0.0137,-36.826,-9.7757,22.6914,2.3402,0.0,0.1137,0.067,0.5346,0.0,0.0,0.6322
0.0,1,1,922304400.0,831176500.0,831176500.0,4477533879.91,8.5584,42.06399999999999,0.0202,7.9785,45.1211,22.5818,1.0228,0.0,0.0524,0.2999,0.6735,0.0105,0.0074,0.4869
0.0,1,1,3588389800.0,1287966500.0,1287966500.0,20246153409.8,1543.7393,0.2332,0.3841,126.5734,2.8442,24.3255,1.1328,0.0,0.0233,1.4409999999999998,0.6940000000000001,0.0,0.0,0.3366
0.0,0,0,535268500.0,528563700.0,528563700.0,1892811598.05,125.02600000000001,2.8794,0.128,76.4705,4.7077,21.8607,1.2073,0.0,0.1239,0.3056,0.6618,0.0248,0.0179,0.7032
0.0,0,0,863904000.0,846920300.0,846920300.0,7949594427.15,53.6801,6.7064,0.0186,-19.109,-18.8393,23.493000000000002,1.1464,0.0,0.094,0.163,0.4534,0.0087,0.0109,0.3243
0.0,1,1,744761600.0,744761600.0,744761600.0,6183303112.13,88.5544,4.0653,0.1435,140.7239,2.5582,22.7808,1.0343,0.0,0.0927,0.3913,0.4223,0.0096,0.0083,0.5636
0.0,1,1,866310700.0,866310700.0,582141000.0,5480505274.57,178.0503,2.0219,0.0671,164.1213,2.1935,23.3665,1.0941,0.0,0.0747,0.1784,0.5471,0.0102,0.006,0.6401
0.0,0,0,563564900.0,515340300.0,515340300.0,2140055672.6,78.661,4.5766,0.1812,286.8297,1.2551,21.6729,1.0026,0.0,-0.0447,1.7863,1.2264,0.0108,0.0041,0.8061
0.0,0,0,874443200.0,514830700.0,514830700.0,3562308974.19,79.3074,4.5393,0.0497,24.7061,14.5713,22.1983,1.0062,0.0,0.1822,0.5967,0.3316,0.0222,0.0124,0.6225
1.0,1,1,4391629400.0,4391629400.0,4391629400.0,18239268131.6,35.1817,10.2326,0.0369,43.9539,8.1904,24.1877,1.3147,0.1401,-0.0776,0.2517,0.6611,0.043,0.0049,0.5509
0.0,1,1,1300000000.0,1300000000.0,1300000000.0,4608533153.22,98.3499,3.6604,0.2899,169.7153,2.1212,22.5554,1.0576,0.0,0.3307,0.9547,0.7614,0.0,0.0,0.3732
0.0,0,1,531871500.0,531641100.0,531641100.0,904671916.56,-809.5345,-0.4447,0.4135,123.8092,2.9077,20.6623,1.0005,0.0,-3.8292,2.1488,0.8458,0.0107,0.0047,0.8321
0.0,0,0,336325900.0,333468400.0,333468400.0,2146405428.89,197.7913,1.8201,0.0377,167.4341,2.1501,22.5155,1.5691,0.0,-0.2028,0.1158,0.7808,0.0059,0.0013,0.6527
0.0,1,1,6857782900.0,6538000000.0,6538000000.0,11067597749.5,164.3385,2.1906,0.0608,384.1229,0.9372,24.2591,1.5337,0.0058,0.0866,0.245,0.6965,0.0,0.0001,0.6838
1.0,1,1,354528200.0,354528200.0,354528200.0,1796710849.08,176.4446,2.0403,0.1502,349.1417,1.0311,21.8506,1.2268,0.0,0.0351,0.3051,0.9189,0.0,0.0022,0.5414
0.0,0,2,488989900.0,399689400.0,399689400.0,1246357313.71,28.441,12.6578,0.0855,100.8884,3.5683,20.8802,1.0201,0.0,0.2182,6.5585,0.6616,0.0033,0.0024,0.4241
1.0,0,0,461002600.0,270185700.0,270185700.0,690149028.71,89.1464,4.0383,0.1232,40.9235,8.7969,20.8453,1.0048,0.0,0.163,1.1877,0.9364,0.0125,0.0072,0.3682
0.0,0,0,231000000.0,231000000.0,231000000.0,980653160.11,113.4216,3.174,0.0897,143.1753,2.5144,22.0809,1.4442,0.0,0.0562,0.1008,0.8665,0.0,0.0,0.7259
0.0,1,1,332522100.0,332515600.0,332515600.0,2737328669.79,65.2434,5.5178,0.1466,31.8294,11.3103,22.0055,1.1198,0.0,0.2322,1.2528,0.2652,0.0115,0.0047,0.4913
1.0,0,0,370549400.0,292056800.0,292056800.0,2521636305.79,141.995,2.5353,0.1079,134.1082,2.6844,22.4006,1.0476,0.0,0.0425,0.3524,0.3992,0.0042,0.0028,0.6753
0.0,0,0,920851200.0,786848200.0,786848200.0,2663491926.86,141.3483,2.5469,0.0953,16.3654,21.9976,22.2924,1.0312,0.0,0.0354,0.1991,0.503,0.0068,0.0073,0.5536
0.0,0,0,2199395600.0,1893048600.0,1893048600.0,3521610223.56,62.9833,5.7158,0.1187,131.8488,2.7304,22.7036,1.518,0.1584,0.2337,0.3787,0.5914,0.0005,0.0037,0.5665
1.0,0,2,460282400.0,460282400.0,460282400.0,1382970802.73,90.7304,3.9678,0.1328,100.7388,3.5736,21.3326,1.2172,0.0543,0.0963,1.7914,0.7175,0.0043,0.0035,0.5574
0.0,0,0,1102500000.0,958605700.0,958605700.0,3161757103.86,181.415,1.9844,0.0191,-27.8923,-12.9068,23.2706,1.598,0.0311,0.1296,0.363,0.5847,0.0143,0.0105,0.7802
