dailyReturnNoReinv,exchangeCD,ListSector,totalShares,nonrestFloatShares,nonrestfloatA,TShEquity,AccountsPayablesTDays,AccountsPayablesTRate,AdminiExpenseRate,ARTDays,ARTRate,ASSI,BLEV,BondsPayableToAsset,CashRateOfSales,CashToCurrentLiability,CMRA,CTOP,CTP5,CurrentAssetsRatio
0.0,1,1,985850000.0,985850000.0,593910000.0,4691883453.5,156.5354,2.2998,0.1251,93.3586,3.8561,23.3591,1.1867,0.0,-0.1261,0.3743,0.716,0.0,0.0037,0.5912
1.0,1,1,1022739300.0,1022739300.0,806504300.0,13486743781.4,-8.8056,-40.8831,0.0665,-248.5844,-1.4482,24.2425,1.0375,0.0,0.0521,0.4728,0.3447,0.0258,0.0162,0.847
1.0,0,0,973690400.0,580816800.0,580816800.0,3771001775.88,60.9127,5.9101,0.0906,173.4605,2.0754,22.2675,1.0186,0.0,0.3591,-0.0447,0.7347,0.0189,0.015,0.7357
1.0,0,2,330610800.0,213136200.0,213136200.0,2204853389.59,43.0571,8.361,0.3074,14.3845,25.0269,21.5437,1.0104,0.0,0.1308,6.9249,1.0915,0.0015,0.0019,0.8616
0.0,0,2,557885000.0,366094800.0,366094800.0,2998636188.52,-8.0158,-44.9114,0.0947,177.892,2.0237,22.0414,1.0699,0.0,0.006999999999999999,0.5167,0.2749,0.0054,0.0038,0.6364
1.0,1,1,1140500300.0,1130518800.0,833078800.0,6874812009.6,130.6762,2.7549,0.142,108.4958,3.3181,22.8989,1.3657,0.1458,0.1175,2.2159,0.6851,0.0067,0.0073,0.7761
1.0,1,1,2214008300.0,1808390200.0,1451500700.0,23707475358.1,13.0766,27.53,0.0384,0.0925,3892.7111,24.4629,1.7703,0.0638,0.0625,0.266,0.4696,0.005,0.004,0.1662
0.0,0,2,608624800.0,463805400.0,463805400.0,1462225332.16,145.8848,2.4677,0.1099,178.3503,2.0185,21.4797,1.1083,0.0,0.0248,0.0064,0.5806,0.0036,0.008,0.4066
0.0,0,1,877697500.0,805990200.0,805990200.0,2579771351.48,-129.2732,-2.7848,0.0823,110.1962,3.2669,22.7527,1.5558,0.0,0.2842,0.0567,0.3121,0.0037,0.0017,0.3654
0.0,0,0,1158483300.0,896421800.0,896421800.0,8341257341.55,11.4685,31.3903,0.0929,60.005,5.9995,22.9793,1.0906,0.0678,0.0494,1.1046,0.6403,0.0035,0.001,0.3666
1.0,0,0,754329300.0,442767900.0,442767900.0,2994866949.62,9.7462,36.9373,0.0634,67.4082,5.3406,21.9857,1.0004,0.0,-0.03,0.8613,0.5161,0.0117,0.0063,0.6834
0.0,0,0,1502392900.0,942723300.0,942723300.0,3856772104.63,141.5317,2.5436,0.0772,149.3342,2.4107,22.2914,1.0017,0.0,0.3175,1.3880000000000001,0.4618,0.027999999999999997,0.0084,0.5747
0.0,0,1,685464000.0,685464000.0,453460800.0,10337522526.0,120.1482,2.9963,0.0732,16.7216,21.5291,23.2985,1.0571,0.0,0.2265,0.2864,0.261,0.0123,0.0107,0.39
0.0,0,0,1676800000.0,1556101000.0,1556101000.0,3912113677.14,59.8693,6.0131,0.0658,112.881,3.1892,22.4315,1.1585,0.0,0.126,0.2001,0.1444,0.0058,0.0026,0.4441
1.0,0,2,865184800.0,863099100.0,863099100.0,5799712693.49,221.5794,1.6247,0.0781,244.7148,1.4711,22.7689,1.058,0.0,0.3356,0.7062,0.3786,0.0062,0.0011,0.4539
1.0,1,1,1090242600.0,1090242600.0,1090242600.0,3313747390.15,4.6896,76.7654,0.0055,1.7753,202.77700000000002,23.1621,1.3356,0.0,0.0392,0.2083,0.5075,0.0169,0.0056,0.762
1.0,1,1,301802200.0,262122600.0,262122600.0,1826947184.83,13.1553,27.3653,0.027999999999999997,23.2582,15.4784,22.1471,1.2021,0.0,0.0808,0.1794,0.6948,0.0,0.0,0.7611
1.0,0,0,628581600.0,625021500.0,625021500.0,3669314959.85,213.0556,1.6897,0.1005,240.1121,1.4993,22.5349,1.0771,0.0,0.0595,0.1714,0.5454,0.0121,0.0121,0.6916
1.0,0,1,991481000.0,884146500.0,884146500.0,2311636371.07,47.597,7.5635,0.0455,-89.421,-4.0259,22.3296,1.2629,0.057,0.2838,0.6316,0.5638,0.0,0.0027,0.6828
1.0,0,0,952364600.0,937999100.0,937999100.0,2773066234.44,44.0809,8.1668,0.0337,7.2603,49.5847,22.6199,1.1803,0.0,-0.0339,0.0971,0.4609,0.017,0.006,0.2409
0.0,0,0,346800000.0,345017400.0,345017400.0,716815561.77,69.6069,5.1719,0.1133,20.6035,17.4728,20.6085,1.0805,0.0,0.0766,1.0748,0.5099,0.0008,0.0008,0.5439
0.0,1,1,1895413000.0,675785800.0,675785800.0,6120319000.0,53.7442,6.6984,0.0781,50.9043,7.0721,23.3429,2.4178,0.0,-0.0429,0.2472,0.6851,0.0137,0.0062,0.7562
0.0,0,1,457951500.0,373000000.0,373000000.0,1992103682.5,112.3911,3.2031,0.1555,25.6226,14.0501,22.1093,1.3676,0.0,0.3515,0.8224,0.7392,0.0,0.0018,0.2439
0.0,0,0,503766600.0,399600000.0,399600000.0,1285750627.9,-4.7525,-75.7497,0.0746,75.6096,4.7613,21.3197,1.0066,0.0,-0.3141,1.5588,0.8836,0.0035,0.0002,0.9136
0.0,0,1,1316970300.0,965209600.0,965209600.0,7476205859.65,1.4508,248.1392,0.0936,4.1438,86.8773,23.2915,1.4265,0.0,0.0884,0.4415,0.361,0.0054,0.0047,0.4429
1.0,0,0,295627600.0,225893100.0,225893100.0,-625316116.23,158.9053,2.2655,0.2828,338.6642,1.063,20.3166,-4.6267,0.0,-0.1014,-0.0203,1.8938,0.0,0.0,0.7643
0.0,0,2,302676000.0,185704100.0,185704100.0,491908988.81,146.8309,2.4518,0.1437,304.5943,1.1819,20.152,1.0052,0.0,0.1198,1.4868,0.8440000000000001,0.0096,0.0023,0.6206
0.0,0,0,753697710.0,609316070.0,609316070.0,2044889014.49,132.0084,2.7271,0.1847,123.8774,2.9061,21.9503,1.0207,0.0,-0.0355,0.6116,0.2839,0.0262,0.009000000000000001,0.6974
1.0,0,2,692535800.0,420531200.0,420531200.0,1318768211.13,19.4351,18.5232,0.1532,125.274,2.8737,21.02,1.0070000000000001,0.0,0.2043,3.4963,0.6147,0.0051,0.0027,0.6804
1.0,1,1,522600000.0,522600000.0,522600000.0,5773741018.14,52.2937,6.8842,0.0493,184.0209,1.9563,22.5324,1.0417,0.0,0.0944,0.4486,0.5165,0.0215,0.0163,0.7993
0.0,0,2,387280800.0,372430000.0,372430000.0,1358635915.58,116.5426,3.089,0.11199999999999999,33.4669,10.7569,21.7343,1.124,0.0,0.2733,1.2771,1.5003,0.0072,0.0072,0.6058
1.0,0,0,619127100.0,399222100.0,399222100.0,1314456039.0,114.6716,3.1394,0.1065,127.3074,2.8278,21.3698,1.0124,0.0,-0.0215,0.3308,0.5549,0.0162,0.0083,0.7616
1.0,1,1,2064349400.0,2037322400.0,2037322400.0,12001221578.5,78.4177,4.5908,0.0743,36.8023,9.782,23.9073,1.3879,0.0837,0.0844,0.2691,0.6294,0.0327,0.0174,0.2941
0.0,1,1,160910100.0,155679100.0,155679100.0,136150661.71,-8.0195,-44.8904,0.3982,-63.0186,-5.7126,18.9559,1.2527,0.0,-0.2117,3.0201,0.9206,0.0,0.0,0.33299999999999996
1.0,1,1,368755000.0,368755000.0,368755000.0,2024093699.66,191.4995,1.8799,0.0641,140.3235,2.5655,22.0726,1.0313,0.0,-0.0011,0.1598,0.65,0.0102,0.0064,0.6972
0.0,1,1,775733300.0,775733300.0,775733300.0,4643850193.14,95.3112,3.7771,0.0822,90.4886,3.9784,22.685,1.0055,0.0,0.033,0.289,1.0809,0.0074,0.006,0.7033
1.0,1,1,2002291500.0,2002291500.0,1779484500.0,6381164236.31,59.7263,6.0275,0.0283,39.9756,9.0055,23.4749,1.7635,0.0636,0.255,-0.3863,0.2139,0.0072,0.0039,0.2179
0.0,1,1,514619200.0,514619200.0,514619200.0,1963472997.5,93.8698,3.8351,0.16699999999999998,34.8759,10.3223,21.5755,1.0468,0.0,0.0595,0.8569,0.6151,0.0077,0.0059,0.6123
0.0,0,1,827181500.0,717210800.0,717210800.0,2375922589.45,106.1289,3.3921,0.1689,55.3548,6.5035,22.6998,1.4772,0.0896,0.0232,0.1822,0.8526,0.0331,0.0106,0.3524
0.0,0,1,779884200.0,779027500.0,779027500.0,4834091329.43,47.0226,7.6559,0.0908,-72.8966,-4.9385,23.0451,1.1481,0.0,0.0746,0.6575,0.2673,0.0258,0.0185,0.5529999999999999
1.0,1,1,361263600.0,361263600.0,361263600.0,866307681.12,15.7591,22.844,0.2195,-68.6015,-5.2477,20.7738,1.1294,0.0,0.3328,1.0481,0.9223,0.0044,0.002,0.4823
0.0,0,1,1244450700.0,1243054700.0,1243054700.0,38200720313.6,34.4824,10.4401,0.0394,-277.8635,-1.2956,26.1489,7.0276,0.1141,-0.4334,0.1027,0.8714,0.0114,0.0044,0.8702
0.0,1,1,5807868300.0,5807868300.0,5807868300.0,17188906876.4,54.3355,6.6255,0.002,47.3497,7.603,24.4705,2.5452,0.0503,0.2842,0.0533,0.2268,0.0135,0.0267,0.071
1.0,1,1,609030700.0,529619800.0,529619800.0,2120795049.96,155.5546,2.3143,0.085,-108.0886,-3.3306,22.4006,1.2542,0.0,-0.0073,0.0814,0.6785,0.0099,0.0019,0.1283
1.0,1,1,1995297700.0,1993017700.0,1993017700.0,6972929151.47,317.9089,1.1324,0.0823,146.6754,2.4544,23.3362,1.5949,0.1752,0.4553,-0.023,0.5246,0.0143,0.0038,0.22699999999999998
0.0,1,1,19889620500.0,19889620500.0,16491038000.0,404602000000.0,72.1009,4.993,0.0758,20.8018,17.3062,27.0753,1.2491,0.0109,0.327,0.6263,0.7621,0.0455,0.0546,0.2495
0.0,1,1,1721160200.0,910730000.0,910730000.0,11964441394.8,188.1959,1.9129,0.0355,74.4571,4.835,24.8493,3.4388,0.0121,-0.2107,0.1885,0.5348,0.0208,0.0061,0.7857
1.0,0,2,424496100.0,261322600.0,261322600.0,2578098452.2,55.2283,6.5184,0.0781,72.3851,4.9734,21.8682,1.0213,0.0,0.1936,1.0965,0.7358,0.0101,0.0063,0.4793
0.0,0,2,232326200.0,186817000.0,186817000.0,625355149.76,7.6947,46.7855,0.0465,107.8975,3.3365,20.6981,1.0244,0.0,0.0918,0.0386,0.5016,0.0052,0.0017,0.6412
0.0,0,1,499215800.0,499201000.0,499201000.0,1642435852.0,140.2634,2.5666,0.0863,19.8171,18.1661,21.4475,1.0012,0.0,0.1362,1.1934,0.5953,0.0115,0.0025,0.4569
1.0,0,2,384765800.0,329752200.0,329752200.0,1852964528.05,49.2901,7.3037,0.1795,308.5097,1.1669,21.7958,1.1579,0.0,-0.0184,0.3598,0.8959,0.0031,0.0009,0.4815
0.0,0,2,1781652900.0,1515283100.0,1515283100.0,7068832100.19,99.9806,3.6007,0.1406,116.4446,3.0916,23.2726,1.4328,0.0932,0.1931,0.4978,0.8449,0.0036,0.0055,0.3487
0.0,0,1,4050073300.0,3971888100.0,3971888100.0,44117369593.9,-17.1316,-21.0138,0.0385,-425.9851,-0.8451,26.1469,6.0057,0.0431,0.2852,0.2963,0.6195,0.0083,0.0058,0.927
1.0,0,2,274000000.0,212410600.0,212410600.0,1134254018.09,159.1442,2.2621,0.6097,584.4156,0.616,21.0954,1.2389,0.1328,0.4823,3.2381,0.951,0.0,0.0015,0.4189
0.0,1,1,3108175000.0,3073691700.0,3073691700.0,9705040833.29,9.2708,38.8315,0.0381,7.1804,50.1362,23.5991,1.3932,0.1687,0.13699999999999998,0.4824,0.4137,0.0788,0.0175,0.2863
0.0,1,1,8599343500.0,8598171900.0,8598171900.0,35148314628.5,23.5048,15.315999999999999,0.0204,-332.5328,-1.0826,25.6005,2.8025,0.1692,-0.1624,0.2668,0.3399,0.0151,0.0063,0.6593
0.0,0,2,1604242000.0,1180904500.0,1180904500.0,4502006113.98,284.0461,1.2674,0.045,353.7388,1.0177,23.1908,1.3222,0.0211,-0.0542,0.2722,1.1961,0.0145,0.0027,0.7502
0.0,1,1,418507100.0,418507100.0,418507100.0,2504537040.61,70.9122,5.0767,0.0684,71.1927,5.0567,21.9317,1.0576,0.0,0.0796,0.5873,0.2613,0.0234,0.0133,0.7429
1.0,0,0,145571400.0,104745500.0,104745500.0,674718472.73,2.0519,175.4512,0.1416,12.7783,28.1727,20.58,1.0786,0.0,-0.0392,3.4674,1.4348,0.0,0.0009,0.8211
1.0,1,1,861802000.0,833593600.0,833593600.0,3702284745.19,59.3071,6.0701,0.0297,76.1905,4.725,23.0782,2.0822,0.18600000000000003,0.1786,0.7565,0.3542,0.0095,0.0042,0.4636
0.0,1,1,421283600.0,421283600.0,421283600.0,2242254979.53,188.4028,1.9108,0.1544,161.3916,2.2306,22.1637,1.1279,0.0,0.1191,0.4515,0.8196,0.0,0.0015,0.6151
0.0,0,0,259655200.0,236991700.0,236991700.0,803668566.39,80.9972,4.4446,0.2529,177.7778,2.025,20.8002,1.069,0.0,0.0243,-0.2104,0.8167,0.0,0.0,0.2818
0.0,1,1,1043237700.0,1043237700.0,1043237700.0,8241548755.63,50.6835,7.1029,0.0961,89.3744,4.0280000000000005,23.0214,1.0482,0.0,0.1807,0.7965,0.5695,0.0039,0.0051,0.5338
1.0,1,1,5685448200.0,4820614100.0,4820614100.0,24045778920.5,146.3831,2.4593,0.1318,37.1885,9.6804,24.6954,3.6782,0.0457,0.2591,0.3104,0.593,0.0187,0.0166,0.2079
0.0,0,1,538235300.0,462098100.0,462098100.0,2970717172.5,92.7835,3.88,0.0952,107.559,3.347,22.168000000000003,1.058,0.0,0.006,0.2814,0.4141,0.0033,0.0007,0.5151
1.0,0,0,582445400.0,559623100.0,559623100.0,2469256485.62,151.5534,2.3754,0.0664,136.1213,2.6447,22.0005,1.0846,0.0,0.0681,0.6398,0.3736,0.0219,0.009000000000000001,0.7561
1.0,1,1,658700000.0,658700000.0,658700000.0,1490245767.57,38.0566,9.4596,0.1009,81.7587,4.4032,21.6728,1.3859,0.0,-0.0448,0.4011,0.7325,0.0027,0.0029,0.4732
1.0,1,1,935492700.0,932881400.0,932881400.0,1417902275.82,360.07199999999995,0.9998,0.13,-381.0734,-0.9447,23.4123,3.6791,0.0,-0.6997,-0.068,0.5538,0.0,0.0,0.7347
1.0,1,1,3624411800.0,3615353500.0,3615353500.0,17559474771.3,210.1331,1.7132,0.040999999999999995,100.7557,3.573,24.273000000000003,1.4647,0.0913,0.0784,0.6087,1.1021,0.0081,0.0051,0.5862
0.0,1,1,2771082700.0,2771082700.0,2771082700.0,7512461254.11,79.5844,4.5235,0.0136,2.1533,167.1845,23.4377,1.2658,0.0962,0.0051,-0.1022,0.9848,0.0127,0.0062,0.3513
1.0,1,1,1598902800.0,1537399400.0,1537399400.0,4829028668.9,129.9639,2.77,0.0465,39.6105,9.0885,23.1056,1.567,0.0739,0.0278,0.6935,0.6872,0.0183,0.0069,0.73
0.0,0,1,1791626400.0,1090044100.0,1090044100.0,13880721954.1,52.2853,6.8853,0.0622,44.269,8.1321,24.175,1.8052,0.0,0.1863,0.2181,0.7926,0.0145,0.0343,0.1885
0.0,0,0,701110000.0,466583400.0,466583400.0,1899585664.12,139.1304,2.5875,0.0267,66.7941,5.3897,22.1081,1.1042,0.0,0.0435,0.1405,0.7883,0.0152,0.0039,0.7255
0.0,0,0,1136400000.0,1002718900.0,1002718900.0,1090684694.07,64.1894,5.6084,0.0448,139.7027,2.5769,23.0741,1.4834,0.0047,-0.5858,0.0588,0.2677,0.0059,0.0027,0.4789
1.0,0,1,580772900.0,574398900.0,574398900.0,4861368886.97,171.7475,2.0961,0.0875,75.9526,4.7398,23.265,1.1139,0.0,0.1033,0.2026,0.5862,0.0303,0.0123,0.4988
0.0,0,2,548742700.0,333044100.0,333044100.0,1693847145.97,43.4767,8.2803,0.1049,55.2291,6.5183,20.9128,1.0036,0.0,0.2482,3.4616,1.2354,0.0107,0.0086,0.6186
0.0,1,1,964271300.0,955068300.0,955068300.0,2250367347.44,121.4985,2.963,0.0713,143.3463,2.5114,22.1722,1.1832,0.0807,0.0458,0.9196,0.6456,0.0033,0.0022,0.6503
0.0,0,0,916212200.0,903983700.0,903983700.0,2782452933.96,95.3087,3.7772,0.0992,111.0117,3.2429,22.3842,1.5169,0.0,0.0336,0.4638,0.3986,0.0069,0.0065,0.5299
0.0,1,1,1012038400.0,974655200.0,974655200.0,3949486441.06,35.1521,10.2412,0.0259,72.8303,4.9430000000000005,22.3805,1.0226,0.0,0.0553,1.1071,0.484,0.0144,0.0083,0.6542
0.0,1,1,425641900.0,421200000.0,421200000.0,1110661002.68,241.9355,1.4880000000000002,0.0499,293.8536,1.2251,21.9242,1.3091,0.0,0.0112,0.1396,0.6057,0.003,0.0029,0.6077
1.0,1,1,240936500.0,226273000.0,226273000.0,1631530964.65,34.3695,10.4744,0.0596,20.2622,17.7671,21.32,1.0204,0.0,0.161,2.4703,0.6143,0.0146,0.0062,0.5735
1.0,1,1,383340700.0,383340700.0,383340700.0,625039344.54,175.1569,2.0553,0.1995,510.6383,0.705,21.2394,1.0237,0.0,0.5454,0.3003,1.1489,0.0,0.0004,0.6012
0.0,0,0,3326796000.0,3326796000.0,3326796000.0,4771630303.38,62.038999999999994,5.8028,0.0721,147.3055,2.4439,22.551,1.0233,0.0,-0.0398,0.5362,0.5074,0.0163,0.0138,0.7969
1.0,0,2,1458148600.0,1074513900.0,1074513900.0,8008342437.34,315.0158,1.1428,0.0693,211.9268,1.6987,23.4501,1.1919,0.0,0.0199,0.5317,0.7016,0.0091,0.0041,0.7938
0.0,1,1,646875400.0,531799300.0,531799300.0,4524624594.0,90.76700000000001,3.9662,0.1271,17.1175,21.0311,22.500999999999998,1.0277,0.0,0.1824,1.6442,0.5855,0.0291,0.0076,0.4314
0.0,0,0,815155400.0,763647100.0,763647100.0,3489807923.62,73.7932,4.8785,0.0941,123.8646,2.9064,22.090999999999998,1.0154,0.0,0.1267,0.7009,0.5388,0.0126,0.0066,0.6811
1.0,0,2,425712400.0,289176900.0,289176900.0,1803745968.4,80.8716,4.4515,0.0951,134.2532,2.6815,21.6809,1.0094,0.0,0.0124,1.2873,0.3795,0.0559,0.0173,0.6837
0.0,0,0,515156900.0,434578300.0,434578300.0,2427843031.16,143.1241,2.5153,0.0995,293.8296,1.2252,22.4564,1.2523,0.0704,-0.2773,0.1116,0.767,0.0062,0.0033,0.564
1.0,1,1,971817500.0,967113900.0,737113900.0,491231311.12,213.1565,1.6889,0.1404,325.7624,1.1051,20.9795,1.103,0.0,-0.0288,0.4043,0.8494,0.0,0.0,0.7971
1.0,0,0,789644700.0,769851000.0,553066000.0,1477318791.03,165.8222,2.171,0.1029,180.3156,1.9965,21.4642,1.0399,0.0,-0.0697,0.2023,1.0656,0.0,0.0029,0.586
0.0,0,0,2213328400.0,1360323500.0,1360323500.0,8293459502.91,131.1284,2.7454,0.1142,6.8464,52.5825,23.1521,1.1486,0.0,0.1414,-0.4859,0.3759,0.0095,0.0052,0.6132
1.0,0,0,882734700.0,596150700.0,596150700.0,3567265720.95,201.3198,1.7882,0.1892,236.0037,1.5254,21.9821,1.064,0.0,0.0305,1.0513,0.9733,0.0023,0.0011,0.5015
0.0,0,0,405000000.0,403416800.0,403416800.0,656898378.77,266.9237,1.3487,0.2468,74.2345,4.8495,20.9879,1.6645,0.0,0.0357,0.2645,0.9416,0.0,0.0032,0.3743
0.0,0,0,4242993800.0,2675416200.0,2675416200.0,10684354434.2,18.0232,19.9743,0.0712,20.539,17.5276,23.6781,1.0676,0.026000000000000002,0.0293,0.5954,0.3974,0.0166,0.0083,0.434
0.0,0,2,582194600.0,317007400.0,317007400.0,1941265044.83,229.0222,1.5719,0.0617,185.7873,1.9377,22.1552,1.0447,0.0,0.0098,0.1304,0.9335,0.0055,0.0043,0.6421
0.0,0,1,1668776400.0,1668768700.0,1668768700.0,14390042820.5,8.5134,42.2864,0.0322,19.7925,18.1887,24.1927,1.3522,0.0156,0.0526,0.4053,0.3594,0.0,0.0,0.3773
0.0,1,1,702814600.0,702814600.0,702814600.0,1394038286.76,70.4446,5.1104,0.0861,107.2578,3.3564,21.5192,1.0945,0.0,-0.0018,0.7947,0.5609,0.0131,0.0086,0.4982
1.0,0,0,776481300.0,773118600.0,773118600.0,1893159781.45,105.6679,3.4069,0.0433,42.9318,8.3854,22.5473,1.0929,0.0,0.0394,0.0886,0.8340000000000001,0.0,0.0,0.5007
0.0,0,2,430330000.0,351988300.0,351988300.0,1006481243.56,60.7359,5.9273,0.1396,-81.6382,-4.4097,21.0649,1.0501,0.0,0.0902,0.7971,0.3604,0.0095,0.0031,0.7124
0.0,1,1,695265200.0,635246400.0,635246400.0,2916363071.43,258.4721,1.3928,0.0881,250.6789,1.4361,22.9444,1.1772,0.0,0.0088,0.1325,0.7019,0.0072,0.006999999999999999,0.6761
1.0,1,1,200000100.0,111811300.0,111811300.0,622839569.28,51.3362,7.0126,0.0865,97.5345,3.6910000000000003,20.4887,1.0117,0.0,0.0028,0.1456,1.0405,0.0046,0.0017,0.6331
0.0,0,0,565773800.0,443611700.0,443611700.0,1183129480.01,4.8634,74.0225,0.177,20.0088,17.9921,21.0304,1.0065,0.0,0.2901,1.8158,0.4834,0.0147,0.0037,0.5348
0.0,0,0,862828913.0,811961302.0,811961302.0,4069922407.01,79.8563,4.5081,0.1324,96.9462,3.7134,22.3558,1.3644,0.1881,0.1541,3.5875,0.48700000000000004,0.0061,0.0046,0.4874
0.0,0,2,497305800.0,377939200.0,377939200.0,1682029854.24,212.854,1.6913,0.102,259.8152,1.3856,22.4433,1.0231,0.0,-0.1055,0.3044,1.0698,0.0233,0.0109,0.4873
0.0,1,1,884779500.0,884779500.0,884779500.0,3028419955.23,24.4213,14.7412,0.0451,-10.16,-35.4331,22.3549,1.1095,0.0,0.0396,0.3651,0.3861,0.0239,0.0149,0.4674
0.0,1,1,965258000.0,955926700.0,955926700.0,8161475527.99,79.5492,4.5255,0.0991,79.9787,4.5012,23.0552,1.0295,0.0,0.0521,1.0129,0.5979,0.0063,0.0068,0.4853
0.0,1,1,1151292900.0,1151292900.0,1151292900.0,14368329970.6,173.8291,2.0709999999999997,0.0395,-298.6313,-1.2055,24.2143,2.2496,0.08,0.2679,0.0154,0.5144,0.0238,0.0108,0.7907
0.0,1,1,4227129700.0,4173831900.0,4173831900.0,41357280948.5,-20.9222,-17.2066,0.4063,148.7419,2.4203,25.8158,1.6503,0.1124,-31.6921,0.354,0.3916,0.0067,0.0059,0.8414
0.0,0,0,360000000.0,360000000.0,360000000.0,490571813.88,143.0672,2.5163,0.2263,100.3261,3.5883,20.7565,1.0556,0.0,0.0566,0.0344,0.753,0.0,0.0007,0.4478
0.0,0,0,565180100.0,517207100.0,517207100.0,2597512458.83,38.3558,9.3858,0.0367,63.5661,5.6634,21.9312,1.0385,0.0,-0.0628,-0.1694,0.9102,0.02,0.013999999999999999,0.5955
0.0,0,0,371287000.0,370707000.0,370707000.0,2017757468.7,48.3436,7.4467,0.1516,96.2155,3.7416,22.0924,1.0871,0.0,0.0036,0.2919,0.9025,0.0031,0.0042,0.5186
0.0,0,2,168000000.0,167704600.0,167704600.0,368697497.53,184.2941,1.9534,0.2083,297.1523,1.2115,20.0376,1.0083,0.0,-0.1871,0.7059,0.8174,0.0,0.0017,0.7819
1.0,0,1,602762600.0,602748500.0,338894000.0,2002388854.31,-9.0711,-39.6864,0.0448,38.3142,9.396,21.8776,1.0481,0.0,0.1599,0.6509,0.7899,0.0,0.0,0.4894
0.0,0,0,150680000.0,128598300.0,128598300.0,1194280140.63,3.9061,92.1647,0.0131,21.2042,16.9778,21.7599,1.0193,0.0,0.0334,0.2427,0.7764,0.0034,0.0024,0.8267
0.0,0,2,105156400.0,101762000.0,101762000.0,1963289398.58,103.4959,3.4784,0.1775,72.3836,4.9735,22.2114,1.7242,0.0,0.0232,-0.3049,0.7267,0.0081,0.0076,0.4431
1.0,1,1,934916100.0,934916100.0,747416100.0,3839544949.56,118.1102,3.048,0.0979,74.5789,4.8271,22.6898,1.2631,0.0,0.0479,0.021,0.6738,0.0042,0.0038,0.3962
0.0,0,0,2765657900.0,2414794100.0,2414794100.0,8813286595.32,114.9829,3.1309,0.0889,125.1043,2.8776,23.2675,1.09,0.0,0.0476,0.21100000000000002,0.8208,0.0083,0.013000000000000001,0.7125
0.0,0,2,513707000.0,402030200.0,402030200.0,1775033915.75,-11.6171,-30.9887,0.0356,15.1084,23.8278,21.7879,1.0305,0.0,-0.0626,0.1076,0.2153,0.0078,0.0021,0.7039
0.0,0,0,1779019000.0,1769006500.0,1769006500.0,5405631890.86,179.6049,2.0044,0.044000000000000004,162.8591,2.2105,23.0536,1.3567,0.0879,-0.0831,0.1834,0.2985,0.0075,0.0074,0.4044
0.0,1,1,200991300.0,200991300.0,152204100.0,473760163.73,-21.7655,-16.5399,0.0446,-19.9452,-18.0495,20.3934,1.11,0.0,-0.0153,0.8911,0.8009,0.0015,0.0,0.5624
0.0,0,2,253631900.0,250884900.0,250884900.0,927549485.0,88.9043,4.0493,0.1132,88.1467,4.0841,20.7403,1.0009,0.0,0.1467,1.2495,0.9709,0.0036,0.0019,0.6846
0.0,0,2,870734700.0,621930200.0,621930200.0,6356552809.22,53.7875,6.693,0.0414,91.4657,3.9359,23.2339,1.4055,0.1456,-0.0489,0.3848,0.4548,0.0173,0.0099,0.6327
0.0,0,2,409619200.0,332711100.0,332711100.0,2192360534.48,205.726,1.7499,0.1037,198.3253,1.8152,21.6511,1.0005,0.0,0.3249,0.5875,0.9889,0.0108,0.0072,0.8678
0.0,0,2,1098768900.0,702412100.0,702412100.0,5758823298.32,232.5131,1.5483,0.1067,231.9139,1.5523,23.0278,1.6347,0.0,0.2219,0.0722,0.8346,0.0078,0.0012,0.3613
0.0,1,1,646115800.0,633938800.0,633938800.0,1704509791.0,203.0342,1.7731,0.0301,-5.4411,-66.1637,21.9924,1.1558,0.0562,0.0439,0.3318,0.4631,0.0023,0.0,0.972
0.0,0,0,653120000.0,644314700.0,644314700.0,1537268600.17,39.1585,9.1934,0.1696,71.9798,5.0014,21.3634,1.0474,0.0,0.062,-0.0371,0.5352,0.0,0.0016,0.2519
1.0,0,1,930424900.0,772143800.0,772143800.0,4557999483.79,47.5964,7.5636,0.0746,66.9419,5.3778,22.5637,1.6601,0.1741,0.1802,0.5895,0.877,0.004,0.0029,0.2245
1.0,0,0,816794300.0,815638600.0,815638600.0,4056179045.94,-52.6208,-6.8414,0.0464,44.5038,8.0892,22.8961,1.7528,0.1353,0.0466,0.0346,0.3688,0.009000000000000001,0.0033,0.546
0.0,0,2,288753000.0,228802300.0,228802300.0,1479571239.1,27.5383,13.0727,0.0492,192.864,1.8666,21.179000000000002,1.0122,0.0,0.0255,4.2023,0.7296,0.01,0.0053,0.7636
0.0,1,1,766264000.0,766264000.0,766264000.0,6608730684.68,108.8666,3.3068,0.0716,14.715,24.4649,23.3715,1.9659,0.0704,0.3364,0.4037,0.2909,0.0133,0.006999999999999999,0.1408
0.0,0,1,3533546800.0,2906599800.0,2906599800.0,22151078834.6,116.1478,3.0995,0.0952,155.0254,2.3222,24.5354,1.4817,0.11,0.2331,0.5017,0.5703,0.0243,0.012,0.3869
0.0,0,2,997570100.0,924721100.0,924721100.0,3563763187.9,269.9055,1.3338,0.1125,262.9081,1.3693,23.2489,1.3615,0.0,0.0176,0.2034,0.605,0.0044,0.0019,0.7414
0.0,1,1,14467585700.0,14467585700.0,9808485700.0,59516000000.0,68.3268,5.2688,0.0307,3.1189999999999998,115.4225,26.1503,2.6697,0.0996,0.2248,0.0741,0.2988,0.0075,0.0034,0.071
