ticker,date,actual,pred
1,20190603,-0.01049869,-0.036483533680438995
3,20190603,-0.10729614,-0.04381877928972244
5,20190603,0.04201681,-0.023771386593580246
6,20190603,-0.02312004,-0.02654505893588066
7,20190603,0.04220779,-0.024754781275987625
8,20190603,-0.14078842,-0.0228041410446167
9,20190603,-0.03099174,-0.020348772406578064
12,20190603,0.05112474,-0.08501749485731125
14,20190603,0.05331754,-0.029799167066812515
15,20190603,-0.24349158,-0.02111365832388401
18,20190603,0.05172414,-0.01936911605298519
19,20190603,0.00554939,-0.016221672296524048
20,20190603,0.05197133,0.0077961948700249195
21,20190603,0.06759443,0.0393042229115963
22,20190603,-0.00740741,-0.0015481514856219292
23,20190603,0.02870813,0.0036466396413743496
24,20190603,0.07020934,-0.039755675941705704
26,20190603,0.0152439,-0.003240595106035471
30,20190603,0.01948052,0.014352564699947834
31,20190603,-0.03140831,-0.04894698038697243
36,20190603,-0.05595117,-0.02792545221745968
38,20190603,0.01789709,-0.019200637936592102
39,20190603,0.00903614,0.010080630891025066
41,20190603,0.06542056,-0.00018874637316912413
42,20190603,0.00826446,-0.009269156493246555
43,20190603,0.02800467,0.006930696312338114
46,20190603,-0.019911500000000002,-0.006789115257561207
48,20190603,-0.16666667,0.08410368859767914
50,20190603,-0.03206997,-0.0325179249048233
51,20190603,0.06451613,0.0012173857539892197
52,20190603,-0.04490378,-0.027004113420844078
57,20190603,0.00680272,-0.004412773996591568
58,20190603,-0.02291667,-0.0197012759745121
60,20190603,0.20306122,0.010479569435119629
61,20190603,0.01041667,-0.011525272391736507
62,20190603,-0.07404255,0.0042161839082837105
63,20190603,-0.01768868,0.005788710899651051
64,20190603,0.13228155,-0.014094165526330471
65,20190603,0.11373093,-0.011624756269156933
66,20190603,0.11623439,0.03866302967071533
67,20190603,0.04935834,-0.008855361491441727
68,20190603,0.06372549,-0.007556077092885971
69,20190603,0.0,-0.02926398441195488
71,20190603,-0.04081633,-0.04556629806756973
72,20190603,-0.26952527,0.006828985642641783
73,20190603,-0.00515464,-0.01143012847751379
74,20190603,-0.0084507,-0.020521707832813263
75,20190603,-0.01845343,-0.011167814955115318
76,20190603,-0.12355212,0.07249359786510468
77,20190603,0.25978988,0.03749480098485947
79,20190603,-0.01623377,-0.022524282336235046
80,20190603,-0.01635769,-0.02255609817802906
81,20190603,0.08281999,-0.0009202592773362994
82,20190603,-0.12898089,0.003998867701739073
83,20190603,0.00835821,-0.007939610630273819
84,20190603,-0.03466667,0.017042800784111023
85,20190603,0.06497278,-0.008463612757623196
86,20190603,0.11531532,0.04123012349009514
88,20190603,0.02083333,-0.02057260274887085
89,20190603,-0.030185000000000003,-0.0030635634902864695
91,20190603,0.02079723,-0.015261783264577389
92,20190603,-0.01636364,-0.009894412942230701
93,20190603,-0.02216803,-0.028090450912714005
94,20190603,0.01865009,0.008835931308567524
95,20190603,-0.04642409,0.012795347720384598
96,20190603,0.004,-0.014122693799436092
97,20190603,0.02823529,-0.016404099762439728
98,20190603,-0.12402235,0.033467672765254974
99,20190603,0.0624025,-0.019645284861326218
100,20190603,0.00552486,0.0072204298339784145
101,20190603,0.00632111,0.006316069513559341
102,20190603,0.1511772,0.07435324788093567
103,20190603,0.04377104,0.04206054285168648
104,20190603,0.04074074,-0.01866045594215393
105,20190603,0.01051402,-0.00933515653014183
106,20190603,-0.03747535,-0.02913185954093933
108,20190603,0.03630862,-0.015079942531883717
109,20190603,0.22655298,0.05287373065948486
110,20190603,-0.18968872,-0.007931916043162346
111,20190603,-0.05328099,-0.007470305077731609
113,20190603,-0.00209205,-0.032959409058094025
114,20190603,0.06432247,0.001622419455088675
115,20190603,-0.23425197,-0.03070303052663803
116,20190603,-0.05841924,-0.014711052179336548
117,20190603,0.02218115,0.0007435339502990246
118,20190603,-0.00692042,-0.01938859187066555
119,20190603,0.07417103,-0.0027892128564417362
120,20190603,0.04565801,0.0010850416729226708
121,20190603,0.02968827,-0.031201940029859543
122,20190603,0.01466993,-0.03657263144850731
123,20190603,-0.01809955,-0.0343281589448452
124,20190603,0.0872549,-0.020189417526125908
125,20190603,-0.00250313,-0.017307423055171967
126,20190603,-0.00094429,0.010612278245389462
128,20190603,0.00617284,-0.009524162858724594
129,20190603,0.04418395,0.001497100223787129
131,20190603,0.0030303,0.006620841566473246
132,20190603,-0.03218884,-0.005942830350250006
133,20190603,-0.09051724,-0.011276830919086933
135,20190603,0.01794258,-0.0077584306709468365
136,20190603,-0.01601164,-0.008984453976154327
137,20190603,0.04899777,-0.008179943077266216
138,20190603,0.00431034,-0.01022804994136095
139,20190603,0.04477612,-0.038992807269096375
140,20190603,-0.04694836,-0.008401877246797085
141,20190603,-0.08055010000000001,0.012237674556672573
142,20190603,-0.06075635,0.015108711086213589
143,20190603,0.03760863,-0.04291369765996933
144,20190603,-0.12781955,-0.03460061922669411
145,20190603,-0.05577029,-0.021833516657352448
146,20190603,0.08043876,-0.010088843293488026
147,20190603,0.05496183,-0.01782887615263462
148,20190603,0.09713855,0.06166190281510353
149,20190603,-0.14951768,-0.02442917786538601
151,20190603,-0.03125,-0.016834557056427002
152,20190603,0.02440215,-0.03832949697971344
153,20190603,-0.25772245,-0.01005303580313921
154,20190603,-0.01251043,-0.013138162903487682
155,20190603,-0.05602923,-0.01312632393091917
156,20190603,0.05205479,0.014156846329569817
158,20190603,0.03404592,-0.0065014720894396305
159,20190603,-0.08263695,-0.03221138194203377
162,20190603,0.00443787,-0.008910183794796467
164,20190603,0.10608553,-0.028819391503930092
165,20190603,-0.04227517,0.0023676021955907345
166,20190603,0.05496829,-0.009286937303841114
167,20190603,0.48043478,0.030326489359140396
168,20190603,-0.00728408,-0.011132629588246346
169,20190603,-0.11435523,0.002463804790750146
170,20190603,-0.0707457,-0.028954358771443367
