ticker,date,actual,pred
1,20190301,-0.01070664,-0.00450499402359128
5,20190301,0.06219313,-0.023931818082928658
6,20190301,0.16545948,-0.007168116979300976
7,20190301,0.12908778,0.0048039681278169155
8,20190301,0.12773998,-0.015274622477591038
9,20190301,0.04123711,-0.019915536046028137
11,20190301,0.10049505,0.0030529918149113655
12,20190301,0.52745665,0.08325706422328949
14,20190301,0.04916318,-0.004049729555845261
15,20190301,0.16302521,0.009138652123510838
18,20190301,0.11111111,-0.0088272076100111
19,20190301,-0.04072398,0.017934033647179604
20,20190301,0.1496732,0.018117928877472878
21,20190301,-0.04281346,-0.0293353833258152
22,20190301,-0.010248899999999998,0.021107500419020653
23,20190301,0.09181818,0.00772776547819376
24,20190301,0.04603886,0.00573656614869833
26,20190301,0.0627558,0.04941032826900482
30,20190301,-0.01286765,0.01972777582705021
31,20190301,0.024321799999999998,0.03167249634861946
32,20190301,0.03642384,0.021422987803816795
33,20190301,0.10491803,-0.01932056061923504
36,20190301,0.10956271,0.009538697078824043
38,20190301,-0.0106383,0.014906240627169609
39,20190301,0.21148036,0.025483127683401108
40,20190301,0.11701364,0.14693577587604523
41,20190301,-0.00113679,0.00917077250778675
42,20190301,0.02002356,0.013297720812261105
46,20190301,-0.02226027,0.026142645627260208
48,20190301,0.80626223,0.16587039828300476
50,20190301,0.0015625,0.004886869806796312
52,20190301,0.07231405,0.005098443478345871
57,20190301,0.04065041,-0.008180126547813416
58,20190301,0.06318083,0.04116499423980713
59,20190301,0.68085106,0.0423891618847847
60,20190301,0.31271186,0.050327397882938385
62,20190301,0.09393939,0.06000075116753578
63,20190301,0.04277457,0.019719447940587997
64,20190301,0.43536932,0.017367243766784668
65,20190301,0.08520027,-0.006080695893615484
66,20190301,0.29812981,0.1606254279613495
67,20190301,-0.01174168,0.021282516419887543
68,20190301,0.02444988,-0.01381656713783741
69,20190301,0.04296546,0.004016607999801636
71,20190301,0.05867971,0.020570114254951477
72,20190301,-0.01940492,0.011841689236462116
73,20190301,0.03579952,0.0020430367439985275
74,20190301,0.02331002,-0.025355245918035507
75,20190301,-0.03205128,0.013558578677475452
76,20190301,0.06761178,0.04538503289222717
77,20190301,0.01870907,-0.004784781485795975
79,20190301,-0.0032,0.00470557389780879
81,20190301,0.05034014,0.07223106920719147
82,20190301,1.00461894,0.14951106905937195
83,20190301,0.02489867,-0.0026024566031992435
84,20190301,0.03964194,0.012488963082432747
85,20190301,0.14717582,0.0023270142264664173
86,20190301,0.1507431,0.021975459530949593
88,20190301,0.16534741,0.04669005051255226
89,20190301,0.06421233,0.08052261173725128
91,20190301,0.01620029,0.02144862338900566
92,20190301,0.01674641,0.01584957353770733
94,20190301,0.11777778,0.020663412287831306
96,20190301,0.08,0.01806533895432949
97,20190301,0.04391691,0.0062138112261891365
98,20190301,0.03846154,0.009442868642508984
99,20190301,-0.01243094,0.017061423510313034
100,20190301,0.00872818,-0.005253050476312637
101,20190301,0.03405221,0.007227834779769182
