ticker,monthBeginDate,chgPct
002093,2019-02-01,0.19683908
002093,2019-01-02,-0.04526749
002110,2019-06-03,0.04377104
002110,2019-05-06,-0.51338067
002110,2019-04-01,0.11036992
002110,2019-03-01,0.01103617
002110,2019-02-01,0.15346535
002110,2019-01-02,0.10555121
002118,2019-06-03,-0.188929
002118,2019-05-06,-0.23410138
002118,2019-04-01,0.05957031
002118,2019-03-01,0.52154532
002118,2019-02-01,0.48893805
002118,2019-01-02,0.03669725
002127,2019-06-03,0.04074074
002127,2019-05-06,-0.09698997
002127,2019-04-01,0.04454148
002127,2019-03-01,0.08018868
002127,2019-02-01,0.14718615
002127,2019-01-02,0.2287234
002128,2019-06-03,0.01051402
002128,2019-05-06,-0.09129512
002128,2019-04-01,0.03402854
002128,2019-03-01,0.07429245
002128,2019-02-01,0.13672922
002128,2019-01-02,0.04189944
002129,2019-06-03,-0.03747535
002129,2019-05-06,-0.0019685
002129,2019-04-01,0.02419355
002129,2019-03-01,0.02479339
002129,2019-02-01,0.1510107
002129,2019-01-02,0.16320885
002131,2019-06-03,-0.06829268
002131,2019-05-06,-0.04651163
002131,2019-04-01,0.0046729
002131,2019-03-01,0.19553073
002131,2019-02-01,0.3875969
002131,2019-01-02,-0.12244898
002152,2019-06-03,0.03630862
002152,2019-05-06,-0.05028736
002152,2019-04-01,-0.04657534
002152,2019-03-01,0.10606061
002152,2019-02-01,0.25475285
002152,2019-01-02,-0.06238859
002155,2019-06-03,0.22655298
002155,2019-05-06,0.04987212
002155,2019-04-01,-0.08108108
002155,2019-03-01,0.01551313
002155,2019-02-01,0.10263158
002155,2019-01-02,-0.03184713
002157,2019-06-03,-0.18968872
002157,2019-05-06,-0.07926556
002157,2019-04-01,0.37077962
002157,2019-03-01,0.42894737
002157,2019-02-01,0.76744186
002157,2019-01-02,0.21468927
002174,2019-06-03,-0.05328099
002174,2019-05-06,-0.11337643
002174,2019-04-01,-0.15504202
002174,2019-03-01,0.16838488
002174,2019-02-01,0.1210787
002174,2019-01-02,-0.02259279
002176,2019-06-03,-0.05620155
002176,2019-05-06,-0.11340206
002176,2019-04-01,-0.04118616
002176,2019-03-01,0.05381944
002176,2019-02-01,0.152
002176,2019-01-02,-0.14821124
002183,2019-06-03,-0.00209205
002183,2019-05-06,-0.13873874
002183,2019-04-01,-0.02631579
002183,2019-03-01,0.019678
002183,2019-02-01,0.31839623
002183,2019-01-02,-0.15369261
002191,2019-06-03,0.06432247
002191,2019-05-06,-0.13049963
002191,2019-04-01,-0.05496829
002191,2019-03-01,0.47505198
002191,2019-02-01,0.11600928
002191,2019-01-02,0.10371319
002195,2019-06-03,-0.23425197
002195,2019-05-06,-0.09123435
002195,2019-04-01,-0.07755776
002195,2019-03-01,0.23673469
002195,2019-02-01,0.3960114
002195,2019-01-02,-0.04878049
002212,2019-06-03,-0.05841924
002212,2019-05-06,-0.04023747
002212,2019-04-01,-0.11962834
002212,2019-03-01,0.12918033
002212,2019-02-01,0.18125484
002212,2019-01-02,0.16097122
002217,2019-06-03,0.02218115
002217,2019-05-06,-0.09682805
002217,2019-04-01,-0.14672365
002217,2019-03-01,-0.04098361
002217,2019-02-01,0.2302521
002217,2019-01-02,0.27136752
002221,2019-06-03,-0.00692042
002221,2019-05-06,-0.17112811
002221,2019-04-01,0.05870445
002221,2019-03-01,0.12656784
002221,2019-02-01,0.10037641
002221,2019-01-02,-0.01116625
002223,2019-06-03,0.07417103
002223,2019-05-06,-0.0230179
002223,2019-04-01,-0.07052298
002223,2019-03-01,0.06723044
002223,2019-02-01,0.10514019
002223,2019-01-02,0.09127996
002233,2019-06-03,0.04565801
002233,2019-05-06,-0.03290043
002233,2019-04-01,-0.06704362
002233,2019-03-01,0.04826418
002233,2019-02-01,0.10892019
002233,2019-01-02,0.05864811
002242,2019-06-03,0.02968827
002242,2019-05-06,-0.07548033
002242,2019-04-01,-0.05244907
002242,2019-03-01,0.28882682
002242,2019-02-01,0.06042654
002242,2019-01-02,0.05434104
002244,2019-06-03,0.01466993
002244,2019-05-06,-0.11279826
002244,2019-04-01,-0.02536998
002244,2019-03-01,0.04415011
002244,2019-02-01,0.22764228
002244,2019-01-02,-0.07286432
002249,2019-06-03,-0.01809955
002249,2019-05-06,-0.21352313
002249,2019-04-01,0.02367942
002249,2019-03-01,0.22544643
002249,2019-02-01,0.37423313
002249,2019-01-02,-0.01212121
002250,2019-06-03,0.0872549
002250,2019-05-06,-0.07692308
002250,2019-04-01,0.06660232
002250,2019-03-01,-0.00956023
002250,2019-02-01,0.11513859
002250,2019-01-02,-0.00530223
002251,2019-06-03,-0.00250313
002251,2019-05-06,-0.08997722
002251,2019-04-01,-0.08636837
002251,2019-03-01,0.06423034
002251,2019-02-01,0.10797546
002251,2019-01-02,0.09838275
002254,2019-06-03,-0.00094429
002254,2019-05-06,-0.06942004
002254,2019-04-01,-0.00524476
002254,2019-03-01,0.00087489
002254,2019-02-01,0.08960915
002254,2019-01-02,-0.03228782
002266,2019-06-03,0.0106383
002266,2019-05-06,-0.09788868
002266,2019-04-01,0.02559055
002266,2019-03-01,0.16781609
002266,2019-02-01,0.07673267
002266,2019-01-02,-0.00737101
002268,2019-06-03,0.00617284
002268,2019-05-06,-0.13676732
002268,2019-04-01,-0.06010017
002268,2019-03-01,0.19180263
002268,2019-02-01,0.16720855
002268,2019-01-02,0.20548712
002273,2019-06-03,0.04418395
002273,2019-05-06,-0.17485119
002273,2019-04-01,-0.06013986
002273,2019-03-01,0.15602264
002273,2019-02-01,0.34896401
002273,2019-01-02,-0.04079498
002280,2019-06-03,-0.0962963
002280,2019-05-06,-0.04255319
002280,2019-04-01,-0.1242236
002280,2019-03-01,0.08783784
002280,2019-02-01,0.29446064
002280,2019-01-02,-0.11369509
002281,2019-06-03,0.0030303
002281,2019-05-06,-0.06150018
002281,2019-04-01,-0.10868188
002281,2019-03-01,-0.01896177
002281,2019-02-01,0.23730769
002281,2019-01-02,-0.03201787
002285,2019-06-03,-0.03218884
002285,2019-05-06,-0.11909263
002285,2019-04-01,-0.12417219
002285,2019-03-01,0.03424658
002285,2019-02-01,0.22175732
002285,2019-01-02,-0.05905512
002299,2019-06-03,-0.09051724
002299,2019-05-06,0.05175671
002299,2019-04-01,0.06347931
002299,2019-03-01,-0.05469047
002299,2019-02-01,0.28126521
002299,2019-01-02,0.24244256
002302,2019-06-03,0.00089847
002302,2019-05-06,-0.10817308
002302,2019-04-01,-0.1469583
002302,2019-03-01,0.30741734
002302,2019-02-01,0.27159091
002302,2019-01-02,-0.00452489
002317,2019-06-03,0.01794258
002317,2019-05-06,-0.15725806
002317,2019-04-01,-0.01879327
002317,2019-03-01,0.07324841
002317,2019-02-01,0.21548387
002317,2019-01-02,-0.07185629
002332,2019-06-03,-0.01601164
002332,2019-05-06,-0.09366755
002332,2019-04-01,-0.11032864
002332,2019-03-01,0.19662921
002332,2019-02-01,0.1986532
002332,2019-01-02,-0.03099511
002340,2019-06-03,0.04899777
002340,2019-05-06,-0.07231405
002340,2019-04-01,-0.03968254
002340,2019-03-01,0.06779661
002340,2019-02-01,0.23884514
002340,2019-01-02,-0.0078125
