ticker,date,label,pred
6,20190102,-0.00772201,-0.04449462890625
8,20190102,-0.06426735,-0.03407859802246094
9,20190102,-0.05568445,-0.02167510986328125
12,20190102,0.02255639,-0.0152435302734375
21,20190102,0.01391304,-0.025608062744140625
25,20190102,-0.08220211,-0.010839462280273438
27,20190102,-0.03428571,-0.051189422607421875
28,20190102,-0.05526062,-0.03787040710449219
31,20190102,0.0102459,-0.02996063232421875
39,20190102,0.05293006,-0.05556488037109375
60,20190102,0.01767677,-0.018169403076171875
61,20190102,-0.02474227,-0.042568206787109375
62,20190102,0.02040816,-0.05342864990234375
66,20190102,0.13080169,-0.04199790954589844
78,20190102,0.00671141,0.0032939910888671875
89,20190102,0.03594352,-0.01497650146484375
90,20190102,0.04130435,-0.04402732849121094
156,20190102,0.03909206,-0.030447006225585938
158,20190102,-0.10153257,-0.033084869384765625
301,20190102,-0.10989011,-0.03957366943359375
400,20190102,0.13160855,-0.01679229736328125
401,20190102,0.04927302,0.019229888916015625
426,20190102,0.18473896,0.05963134765625
488,20190102,0.00713012,-0.024566650390625
501,20190102,0.03270042,-0.03346061706542969
513,20190102,0.08031809,-0.0041446685791015625
519,20190102,0.00158983,-0.0026264190673828125
528,20190102,0.0214168,-0.036041259765625
536,20190102,-0.10160428,-0.009485244750976562
537,20190102,-0.07076101,-0.022386550903320312
541,20190102,-0.02123552,-0.03159332275390625
543,20190102,0.06263048,0.003093719482421875
547,20190102,0.27777778,-0.04736137390136719
552,20190102,0.00390625,-0.016632080078125
559,20190102,0.03320312,-0.04778099060058594
563,20190102,0.01492537,-0.0049915313720703125
564,20190102,0.0,-0.0229034423828125
581,20190102,0.07134768,-0.03766441345214844
587,20190102,0.0,0.08022689819335938
598,20190102,0.05459057,-0.01857757568359375
600,20190102,0.17529879999999998,0.01888275146484375
623,20190102,0.02148302,-0.02298736572265625
636,20190102,-0.04841713,0.018280029296875
681,20190102,-0.01543739,-0.04406166076660156
685,20190102,0.03,-0.012691497802734375
686,20190102,0.06070288,0.0028629302978515625
690,20190102,-0.04903418,-0.04759407043457031
712,20190102,0.00881057,0.0041370391845703125
717,20190102,0.06813187,-0.010301589965820312
718,20190102,-0.01257862,-0.017059326171875
723,20190102,0.29595016,0.04810523986816406
727,20190102,-0.00680272,-0.03298759460449219
729,20190102,0.05496454,-0.030118942260742188
732,20190102,-0.034236800000000005,-0.026407241821289062
738,20190102,0.00829187,-0.025447845458984375
750,20190102,0.04357798,-0.026395797729492188
758,20190102,0.0,-0.01932525634765625
761,20190102,-0.01190476,-0.008741378784179688
766,20190102,-0.13556851,-0.038990020751953125
778,20190102,-0.00232019,0.013471603393554688
807,20190102,-0.09020619,-0.010774612426757812
813,20190102,-0.01633987,-0.021905899047851562
826,20190102,-0.11453321,-0.021802902221679688
829,20190102,-0.17290553,-0.0076580047607421875
830,20190102,0.19591837,-0.015790939331054688
848,20190102,-0.03482587,0.027166366577148438
860,20190102,0.25117592,0.005046844482421875
869,20190102,0.00076923,-0.02675628662109375
877,20190102,0.11673699,0.00814056396484375
878,20190102,0.03278689,-0.00499725341796875
883,20190102,0.01089918,-0.029241561889648438
887,20190102,-0.07114625,-0.03227996826171875
926,20190102,0.02124183,-0.029287338256835938
930,20190102,-0.12668464,-0.056194305419921875
932,20190102,0.14191419,-0.012529373168945312
937,20190102,-0.01856764,-0.028873443603515625
959,20190102,0.02412869,-0.010837554931640625
960,20190102,0.06813417,-0.022314071655273438
970,20190102,0.01500682,-0.016092300415039062
975,20190102,-0.00490677,-0.0024509429931640625
980,20190102,-0.06697460000000001,-0.027158737182617188
983,20190102,-0.00546448,-0.05601692199707031
987,20190102,-0.04015056,-0.026241302490234375
988,20190102,-0.01842546,-0.007947921752929688
990,20190102,-0.07826811,-0.03139495849609375
997,20190102,0.02459016,-0.0636138916015625
998,20190102,-0.15405405,-0.021596908569335938
999,20190102,-0.11182623,-0.03391265869140625
2002,20190102,0.17708333,0.018268585205078125
2004,20190102,0.02819957,-0.025299072265625
2019,20190102,-0.1635514,-0.012823104858398438
2028,20190102,0.01114488,0.0064411163330078125
2030,20190102,-0.11811024,-0.024562835693359375
2038,20190102,-0.02619911,-0.00510406494140625
2048,20190102,-0.00767018,-0.007860183715820312
2049,20190102,0.04256055,-0.023946762084960938
2051,20190102,0.01444043,-0.021520614624023438
2056,20190102,0.02350814,-0.010969161987304688
2064,20190102,0.07398568,-0.028377532958984375
2074,20190102,0.05363322,-0.019742965698242188
2075,20190102,-0.15068493,-0.023904800415039062
2078,20190102,0.05789474,-0.021802902221679688
2085,20190102,-0.07354839,-0.026729583740234375
2092,20190102,0.01702128,-0.031093597412109375
2093,20190102,-0.04526749,0.03292083740234375
2110,20190102,0.10555121,-0.0033416748046875
2118,20190102,0.03669725,0.03243255615234375
2127,20190102,0.2287234,-0.021877288818359375
2128,20190102,0.04189944,-0.045993804931640625
2129,20190102,0.16320885,-0.03343391418457031
2131,20190102,-0.12244898,-0.026376724243164062
2152,20190102,-0.06238859,-0.013010025024414062
2155,20190102,-0.03184713,0.05494499206542969
2157,20190102,0.21468927,-0.016218185424804688
2174,20190102,-0.02259279,-0.03435516357421875
2176,20190102,-0.14821124,-0.024112701416015625
2183,20190102,-0.15369261,-0.01641845703125
2191,20190102,0.10371319,-0.014055252075195312
2195,20190102,-0.04878049,-0.05256843566894531
2212,20190102,0.16097122,-0.026414871215820312
2217,20190102,0.27136752,0.017496109008789062
2221,20190102,-0.01116625,-0.021337509155273438
2223,20190102,0.09127996,-0.05184173583984375
2233,20190102,0.05864811,-0.009893417358398438
2242,20190102,0.05434104,-0.03192138671875
2244,20190102,-0.07286432,-0.026201248168945312
2249,20190102,-0.01212121,0.0120849609375
2250,20190102,-0.00530223,-0.022115707397460938
2251,20190102,0.09838275,-0.013582229614257812
2254,20190102,-0.03228782,0.00780487060546875
2266,20190102,-0.00737101,-0.02519989013671875
2268,20190102,0.20548712,-0.03782081604003906
2273,20190102,-0.04079498,-0.022226333618164062
2280,20190102,-0.11369509,-0.04096794128417969
2281,20190102,-0.03201787,-0.007595062255859375
2285,20190102,-0.05905512,-0.05185699462890625
2299,20190102,0.24244256,0.013608932495117188
2302,20190102,-0.00452489,-0.06068992614746094
2317,20190102,-0.07185629,-0.013891220092773438
2332,20190102,-0.03099511,0.011648178100585938
2340,20190102,-0.0078125,-0.02796173095703125
2344,20190102,-0.05934066,-0.026424407958984375
2353,20190102,0.138,-0.028200149536132812
2358,20190102,-0.01685393,-0.0066986083984375
2366,20190102,0.28464819,0.02889251708984375
2368,20190102,-0.03146552,0.014410018920898438
2371,20190102,0.2092161,-0.019025802612304688
2372,20190102,0.11411992,-0.05213165283203125
2373,20190102,0.13219424,-0.056781768798828125
2375,20190102,0.06746032,-0.032108306884765625
2382,20190102,-0.07671602,-0.04779624938964844
2384,20190102,-0.07085917,-0.005863189697265625
2385,20190102,-0.01875,-0.026239395141601562
2387,20190102,0.17454068,-0.0428466796875
2390,20190102,-0.14425428,-0.049777984619140625
2399,20190102,-0.12407809,-0.084930419921875
2405,20190102,0.17434444,-0.031524658203125
2407,20190102,0.00091241,-0.000614166259765625
2408,20190102,-0.09210526,-0.030185699462890625
2414,20190102,-0.02598608,-0.019521713256835938
2416,20190102,-0.16666667,-0.05989265441894531
2419,20190102,0.04193254,-0.03661346435546875
2424,20190102,-0.06628571,-0.037319183349609375
2426,20190102,0.0,0.020837783813476562
2431,20190102,0.06722689,-0.0032482147216796875
2434,20190102,-0.12898331,-0.023128509521484375
2437,20190102,-0.06785714,-0.03273200988769531
2439,20190102,0.07003891,-0.04130363464355469
2440,20190102,0.04555556,-0.026134490966796875
2444,20190102,-0.08122363,-0.008035659790039062
2463,20190102,0.13249651,-0.0040569305419921875
2465,20190102,-0.02051282,0.0056915283203125
2470,20190102,0.07278481,-0.030780792236328125
2482,20190102,-0.12953368,-0.0322265625
2489,20190102,-0.01136364,-0.018207550048828125
2491,20190102,-0.017766499999999998,0.00891876220703125
2500,20190102,0.01858108,-0.011392593383789062
2503,20190102,-0.11489362,-0.016786575317382812
2505,20190102,-0.09876543,0.018423080444335938
2506,20190102,-0.014,-0.05758857727050781
2507,20190102,0.06481481,-0.02257537841796875
2509,20190102,-0.08860759,0.02214813232421875
2512,20190102,-0.34839925,-0.021627426147460938
2517,20190102,-0.16981132,-0.0048370361328125
2544,20190102,-0.07116451,0.03940391540527344
2572,20190102,-0.09910448,-0.029384613037109375
2573,20190102,-0.14542936,-0.024648666381835938
2583,20190102,0.03168568,-0.012956619262695312
2589,20190102,-0.09325681,0.00092315673828125
2603,20190102,0.03059273,-0.03940010070800781
2607,20190102,0.13333333,0.04789543151855469
2635,20190102,-0.0988526,-0.016124725341796875
2640,20190102,0.0037037,-0.03876495361328125
2665,20190102,-0.18149466,-0.010807037353515625
2670,20190102,-0.13690476,-0.04156303405761719
2672,20190102,-0.14685315,0.016649246215820312
2681,20190102,-0.05464481,0.033695220947265625
2690,20190102,0.07095865,-0.04212188720703125
2699,20190102,-0.19708029,-0.03231048583984375
2701,20190102,-0.02766798,-0.02811431884765625
2707,20190102,-0.16930379999999998,-0.014629364013671875
2709,20190102,0.17266851,-0.006023406982421875
2745,20190102,0.01062888,-0.04506111145019531
2797,20190102,0.02214022,0.0041675567626953125
2807,20190102,0.02559055,-0.06555366516113281
2812,20190102,-0.06132362,-0.03722572326660156
2815,20190102,-0.10335387,-0.03324317932128906
2818,20190102,0.04665705,-0.04450225830078125
2821,20190102,0.04642594,-0.058300018310546875
2831,20190102,0.06090864,-0.0067386627197265625
2839,20190102,0.05607477,-0.029499053955078125
2916,20190102,0.16963952,0.008626937866210938
2920,20190102,0.18731988,-0.021085739135742188
2926,20190102,0.01792115,-0.016021728515625
2936,20190102,-0.06508876,-0.08384513854980469
2941,20190102,0.16102088,0.4174480438232422
300001,20190102,-0.00741586,-0.04468727111816406
300002,20190102,-0.07878788,-0.0224761962890625
300009,20190102,-0.06437126,-0.0329437255859375
300010,20190102,-0.01790634,0.007434844970703125
300026,20190102,-0.03278689,-0.03814506530761719
300027,20190102,-0.08315565,-0.083648681640625
300055,20190102,-0.13820078,-0.028116226196289062
300058,20190102,-0.12442396,-0.014690399169921875
300088,20190102,0.05542169,-0.027042388916015625
300113,20190102,-0.04012589,-0.03539848327636719
300115,20190102,-0.07692308,-0.0052204132080078125
300133,20190102,-0.27678571,-0.08054161071777344
300134,20190102,-0.02340426,0.027965545654296875
300159,20190102,-0.00867679,-0.012960433959960938
300166,20190102,0.14285714,-0.024824142456054688
300168,20190102,-0.14845705,-0.044727325439453125
300182,20190102,-0.07226107,-0.026807785034179688
300197,20190102,-0.18469657,-0.15721893310546875
300199,20190102,-0.12955032,-0.046077728271484375
300207,20190102,0.12572759,-0.024324417114257812
300244,20190102,-0.05405405,-0.020570755004882812
300253,20190102,-0.18539326,-0.03530311584472656
300257,20190102,0.05405405,-0.022878646850585938
300266,20190102,-0.15864023,-0.030931472778320312
300274,20190102,0.23878924,-0.014669418334960938
300287,20190102,-0.08201058,-0.038150787353515625
300297,20190102,-0.016,-0.013055801391601562
300308,20190102,-0.05898255,-0.027967453002929688
300315,20190102,-0.14447592,-0.03202056884765625
300316,20190102,0.03193613,-0.027652740478515625
300324,20190102,-0.06951872,0.02252197265625
300376,20190102,0.01425178,-0.05104255676269531
300383,20190102,0.16732439,-0.00562286376953125
300418,20190102,-0.00855365,-0.01993560791015625
300450,20190102,0.03662751,-0.034084320068359375
300459,20190102,-0.04761905,-0.047443389892578125
600006,20190102,0.00833333,-0.024763107299804688
600008,20190102,-0.03206997,-0.0233001708984375
600017,20190102,0.01449275,-0.016897201538085938
600021,20190102,0.03209877,0.03915214538574219
600022,20190102,0.03184713,-0.013376235961914062
600026,20190102,0.12612613,-0.017238616943359375
600037,20190102,0.01862631,-0.0142669677734375
600039,20190102,-0.00304878,-0.017024993896484375
600053,20190102,-0.16185217,0.03737640380859375
600056,20190102,-0.02466189,-0.027362823486328125
600058,20190102,-0.01536098,-0.04728889465332031
600060,20190102,-0.04723502,-0.03735542297363281
600062,20190102,-0.10090984,-0.0049304962158203125
600064,20190102,-0.05964467,0.023386001586914062
600073,20190102,-0.06174497,0.049678802490234375
600079,20190102,-0.07988166,-0.022592544555664062
600094,20190102,-0.05205479,-0.036174774169921875
600098,20190102,-0.04063604,-0.024427413940429688
600120,20190102,0.00398089,-0.00727081298828125
600125,20190102,0.00714286,-0.004302978515625
600126,20190102,0.01108647,0.0077152252197265625
600138,20190102,-0.0007757999999999999,-0.029500961303710938
600141,20190102,-0.06122449,-0.0047016143798828125
600143,20190102,-0.07474747,0.0064239501953125
600151,20190102,-0.01010101,0.029754638671875
600155,20190102,-0.04913679,0.010892868041992188
600158,20190102,-0.06524184,0.009857177734375
600160,20190102,0.07239819,-0.03501701354980469
600161,20190102,-0.06588235,-0.056133270263671875
600166,20190102,-0.06043956,-0.0099639892578125
600167,20190102,0.11504425,-0.025728225708007812
600169,20190102,0.01793722,-0.005950927734375
600171,20190102,0.00856531,0.027151107788085938
600179,20190102,-0.11278195,0.014764785766601562
600183,20190102,0.01093439,-0.016271591186523438
600195,20190102,-0.02067669,-0.003204345703125
600201,20190102,-0.1439759,-0.05887794494628906
600216,20190102,-0.02880184,-0.016582489013671875
600258,20190102,-0.06140351,-0.039524078369140625
600259,20190102,-0.10017889,0.00858306884765625
600260,20190102,-0.00648203,-0.009290695190429688
600266,20190102,0.02146465,-0.0019779205322265625
600267,20190102,-0.06197855,0.0054187774658203125
600277,20190102,0.05830389,0.05220603942871094
600280,20190102,0.12,0.017416000366210938
600282,20190102,0.03216374,-0.017023086547851562
600291,20190102,0.07385811,0.011301040649414062
600298,20190102,-0.03131193,-0.0053997039794921875
600307,20190102,0.04188482,0.009542465209960938
600312,20190102,0.0,-0.022136688232421875
600315,20190102,0.04139194,-0.02870941162109375
600316,20190102,0.01921132,0.019365310668945312
600317,20190102,0.01769912,0.007694244384765625
600325,20190102,0.08870968,-0.046352386474609375
600329,20190102,0.03215434,-0.04555320739746094
600335,20190102,-0.03685897,-0.0020599365234375
600338,20190102,-0.05043747,-0.026685714721679688
600348,20190102,0.00793651,-0.020696640014648438
600350,20190102,-0.06578947,-0.042278289794921875
600373,20190102,-0.01998463,-0.025754928588867188
600376,20190102,0.01251739,-0.0372467041015625
600380,20190102,-0.05247376,-0.00774383544921875
600388,20190102,0.09064039,0.014678955078125
600392,20190102,-0.02787456,0.0024738311767578125
600393,20190102,-0.02358491,-0.019472122192382812
600409,20190102,-0.01748252,-0.01949310302734375
600410,20190102,-0.06825939,-0.029216766357421875
600416,20190102,0.02713178,0.008535385131835938
600418,20190102,-0.0997921,-0.007396697998046875
600426,20190102,0.02236951,-0.053592681884765625
600428,20190102,0.00307692,0.003833770751953125
600435,20190102,0.00269906,-0.01990509033203125
600458,20190102,0.01032448,-0.008653640747070312
600460,20190102,0.21428571,0.004779815673828125
600466,20190102,0.03159851,-0.04833984375
600478,20190102,0.06410256,-0.015064239501953125
600486,20190102,0.06479023,-0.03212165832519531
600497,20190102,0.0097561,-0.017427444458007812
600499,20190102,-0.02970297,-0.06514167785644531
600500,20190102,-0.00877193,-0.08525657653808594
600507,20190102,0.08608609,-0.011730194091796875
600511,20190102,-0.02193548,-0.03296661376953125
600515,20190102,-0.07430998,-0.0563812255859375
600521,20190102,-0.07052441,-0.008180618286132812
600525,20190102,-0.02739726,-0.05566596984863281
600528,20190102,0.02380952,-0.039337158203125
600536,20190102,-0.01720019,-0.021287918090820312
600545,20190102,-0.02162162,-0.11827850341796875
600549,20190102,-0.02483444,-0.029790878295898438
600557,20190102,0.09241245,-0.008562088012695312
600563,20190102,0.06786901,0.011175155639648438
600565,20190102,0.04615385,-0.0194091796875
600567,20190102,0.04807692,-0.010805130004882812
600572,20190102,-0.02192243,-0.009107589721679688
600575,20190102,-0.00469484,-0.0009670257568359375
600580,20190102,0.02063492,-0.0068683624267578125
600582,20190102,-0.01169591,-0.03822135925292969
600584,20190102,0.07888350000000001,-0.017866134643554688
600597,20190102,-0.01076555,0.02074432373046875
600598,20190102,-0.05257009,0.0018177032470703125
600611,20190102,-0.02005013,0.0050182342529296875
600623,20190102,-0.04950495,-0.030803680419921875
600633,20190102,-0.07239264,-0.016538619995117188
600639,20190102,0.0035524000000000007,0.000988006591796875
600640,20190102,-0.01834862,0.012445449829101562
600642,20190102,0.03483607,-0.03387260437011719
600643,20190102,-0.02237927,-0.010906219482421875
600645,20190102,-0.01970443,-0.025684356689453125
600648,20190102,-0.03857351,-0.010267257690429688
600649,20190102,-0.02925046,-0.017877578735351562
600657,20190102,0.06870229,-0.04400634765625
600664,20190102,-0.0835443,-0.053249359130859375
600673,20190102,0.16071429,-0.046115875244140625
600694,20190102,0.02563043,-0.007905960083007812
600699,20190102,-0.0984589,-0.04350090026855469
600707,20190102,0.01694915,-0.06055641174316406
600717,20190102,0.02545969,0.008813858032226562
600718,20190102,-0.14458874,-0.05252647399902344
600729,20190102,-0.02826855,-0.011751174926757812
600737,20190102,-0.05978261,0.0092010498046875
600739,20190102,-0.05258126,-0.00664520263671875
600745,20190102,-0.02792239,0.0062122344970703125
600748,20190102,0.0411985,-0.052825927734375
600750,20190102,-0.00826934,0.0077991485595703125
600751,20190102,-0.11070111,-0.016237258911132812
