ticker,lastChgPct,tradeDate,marketValue,negMarketValue,PE,PB,FY12P,PCF,NetAssetGrowRate,VSTD10,MACD,RSI,ROE,plusDI,minusDI,ADX,ASI,Hurst,avgTurnoverRate,label
000937,-0.00970874,2018-10-08,14169522668.0,11655465198.0,12.8936,0.7151,0.0865,3.531,0.0474,1712007.5835,0.018,55.0,0.0568,21.5032,18.3158,22.5272,-0.0487,0.5512,0.0048,-0.01470588
000937,-0.03286385,2018-09-03,14416870944.0,11858927184.0,13.1187,0.7276,0.085,3.5926,0.0474,2707079.7072,-0.0182,43.3333,0.0568,14.8354,28.8272,18.6221,-1.6369,0.5457,0.0025,-0.00970874
000937,0.03649635,2018-08-01,14734890156.0,12120521166.0,13.8141,0.7465,0.0879,3.0601,0.0402,6881781.9715,0.052,58.5366,0.0557,20.9783,17.8939,35.1808,-2.0427,0.5436,0.0042,-0.03286385
000937,-0.07847534,2018-07-02,14169522668.0,11655465198.0,13.2841,0.7178,0.0914,2.9427,0.0402,4860830.0135,-0.0064,36.6704,0.0557,8.8129,32.4814,47.9861,-3.1585,0.5246,0.0038,0.03649635
000937,-0.05907173,2018-06-01,15794954196.0,12992501106.0,14.8079,0.8002,0.082,3.2802,0.0402,7469284.6674,-0.0546,32.4468,0.0557,13.8354,42.6406,38.067,-9.163,0.5086,0.0042,-0.07847534
000937,-0.07421875,2018-05-02,16607669960.0,13661019060.0,15.5698,0.8414,0.078,3.449,0.0402,2429009.2101,0.0054,33.2877,0.0557,8.0328,30.6933,48.6895,-4.0674,0.5304,0.0046,-0.05907173
000937,-0.08896797,2018-04-02,17915082276.0,14736460986.0,17.8395,0.9242,0.0779,8.6313,0.0409,4979531.7868,-0.0502,22.5166,0.0535,11.5314,34.0447,44.3479,-1.0714,0.565,0.0045,-0.07421875
000937,-0.05067568,2018-03-01,19858533016.0,16335090876.0,19.7747,1.0245,0.0702,9.5676,0.0409,9747919.6944,-0.0294,38.2065,0.0535,15.5472,23.9161,21.0028,0.8952,0.5099,0.0054,-0.08896797
000937,0.01718213,2018-02-01,20423900504.0,16800146844.0,20.3377,1.0536,0.0691,9.84,0.0409,9893045.4648,-0.065,40.6183,0.0535,18.3076,32.303,19.9845,-5.8816,0.6646,0.0096,-0.05067568
000937,-0.02184874,2018-01-02,21095274396.0,17352400806.0,21.0063,1.0883,0.0665,10.1635,0.0409,9594867.0721,0.0826,65.2643,0.0535,38.0252,17.4493,29.0631,4.2898,0.5847,0.0101,0.01718213
000937,-0.02936378,2017-12-01,20918597056.0,17207070816.0,20.8303,1.0791,0.0545,10.0784,0.0409,4033335.0349,0.0732,43.8435,0.0535,18.042,28.7398,35.1346,1.6292,0.5425,0.0061,-0.02184874
000937,-0.10380117,2017-11-01,21519300012.0,17701192782.0,21.4285,1.1101,0.0532,10.3678,0.0409,5154561.3481,-0.056,21.0041,0.0535,5.4682,30.6986,59.4319,-7.3646,0.5957,0.0061,-0.02936378
000937,-0.03116147,2017-10-09,24346137452.0,20026472622.0,30.2301,1.2839,0.0465,38.6698,0.0285,6616909.8248,-0.0674,34.5149,0.0433,14.1023,15.6541,16.9587,-2.3497,0.57,0.0069,-0.10380117
000937,-0.01120448,2017-09-01,25830227108.0,21247244538.0,32.0728,1.3622,0.0439,41.0271,0.0285,31321691.8088,-0.0116,60.5948,0.0433,34.7693,11.2665,20.6901,11.0658,0.5396,0.0184,-0.03116147
000937,0.16666667,2017-08-01,24628821196.0,20259000606.0,46.9373,1.2984,0.0641,-80.439,0.0241,38717435.9456,-0.0344,57.9027,0.0284,28.6633,17.7637,34.929,-2.5988,0.6664,0.0275,-0.01120448
000937,0.03904924,2017-07-03,22120002968.0,18195314748.0,42.156,1.1661,0.0705,-72.245,0.0241,19495079.9531,0.1084,69.2666,0.0284,36.695,10.7645,26.3428,9.4689,0.626,0.0286,0.16666667
000937,-0.12611276,2017-06-01,19929203952.0,16393222872.0,37.9808,1.0506,0.0795,-65.0898,0.0241,17447014.0876,0.0194,48.314,0.0284,22.111,34.8872,17.4941,-11.9629,0.5861,0.0127,0.03904924
000937,0.00597015,2017-05-02,24416808388.0,20084604618.0,46.5333,1.2872,0.0651,-79.7465,0.0241,17170667.8656,-0.1472,36.2171,0.0284,22.4784,22.2481,25.1404,-3.0783,0.5761,0.0174,-0.12611276
000937,-0.06162465,2017-04-05,26042239916.0,21421640526.0,60.3893,1.4036,0.0857,20.988,-0.0164,29893243.0565,0.1088,64.4719,0.0235,50.7517,13.5516,34.1356,9.547,0.5598,0.043,0.00597015
000937,-0.07152146,2017-03-01,25476873149.0,20686826013.0,59.0782,1.3732,0.0366,20.5323,-0.0164,9528605.2444,-0.1064,35.0474,0.0235,19.0984,22.4893,24.2091,-10.0387,0.662,0.0099,-0.06162465
000937,0.14094955,2017-02-03,26324924405.0,21375430485.0,61.0448,1.4189,0.0327,21.2158,-0.0164,11179893.7155,0.16,57.6221,0.0235,27.45,5.9704,40.0369,16.0271,0.6738,0.0171,-0.07152146
000937,-0.16064757,2017-01-03,23922112513.0,19424384481.0,55.4729,1.2894,0.036,19.2793,-0.0164,12810047.9567,-0.1622,16.0639,0.0235,11.7835,25.1806,40.5596,-5.441,0.7108,0.0135,0.14094955
000937,0.20389805,2016-12-01,28515723483.0,23154325371.0,66.125,1.5369,0.0123,22.9814,-0.0164,26091329.2825,-0.1118,46.648,0.0235,28.8353,28.014,47.8765,-18.4192,0.6489,0.0156,-0.16064757
000937,0.06891026,2016-11-01,23498086885.0,19080082245.0,54.4896,1.2665,0.0148,18.9376,-0.0164,23502061.8439,0.07,67.5065,0.0235,27.8341,13.6959,38.1001,2.7234,0.7184,0.0311,0.20389805
000937,-0.02803738,2016-10-10,22120003594.0,17961099978.0,62.3824,1.2038,0.0158,16.8035,-0.0221,8761809.323,0.0684,73.7854,0.0194,32.0098,15.9467,17.5926,-0.6513,0.7028,0.014,0.06891026
000937,0.00626959,2016-09-01,21837319842.0,17731565154.0,61.5852,1.1884,0.0158,16.5887,-0.0221,12801011.2341,-0.1176,12.3977,0.0194,16.6814,22.8887,21.9396,-5.2771,0.6818,0.0088,-0.02803738
000937,0.19924812,2016-08-01,22190673904.0,18253446744.0,63.2202,1.2029,0.0151,18.8681,-0.0378,10193028.9674,-0.054,41.2882,0.0192,18.6075,23.3275,27.428,4.9891,0.6989,0.0112,0.00626959
000937,0.0,2016-07-01,19116488188.0,15724704918.0,54.462,1.0363,0.0174,16.2542,-0.0378,10346205.4214,0.0898,66.0929,0.0192,26.3234,17.8859,23.6792,-0.0999,0.5957,0.0152,0.19924812
000937,-0.15555556,2016-06-01,18763133508.0,15434044938.0,53.4553,1.0171,0.0177,15.9538,-0.0378,8939411.6299,0.0358,54.1748,0.0192,21.2742,16.5512,22.5613,3.4269,0.5821,0.0092,0.0
000937,0.19544592,2016-05-03,22473357648.0,18485974728.0,64.0256,1.2182,0.0149,19.1085,-0.0378,27641658.138,0.028,54.0062,0.0192,24.42,13.2023,32.6437,4.6553,0.5112,0.0118,-0.15555556
000937,-0.01495327,2016-04-01,19010482322.0,15436216914.0,54.16,1.0305,0.0024,17.1668,-0.0258,7236778.8543,-0.0188,62.8128,-0.0008,20.0156,13.363,13.9904,0.1426,0.4853,0.023,0.19544592
000937,0.11691023,2016-03-01,19257830605.0,15637059885.0,54.7388,1.0491,0.002,17.3901,-0.0258,17345588.0176,0.1486,71.0231,-0.0008,33.3027,14.1836,27.8531,1.5364,0.5401,0.0106,-0.01495327
000937,-0.04960317,2016-02-01,16077638395.0,13054793115.0,45.6994,0.8758,0.0015,14.5184,-0.0258,6578331.2093,-0.0982,30.256,-0.0008,17.2464,25.2783,17.9106,-11.2089,0.4504,0.0108,0.11691023
000937,-0.00591716,2016-01-04,16749012306.0,13599938322.0,47.6077,0.9124,0.0015,15.1246,-0.0258,6994639.3081,-0.0348,33.7237,-0.0008,14.6457,46.7197,24.5101,-9.8304,0.4791,0.0204,-0.04960317
000959,-0.10126582,2019-06-03,18618651392.0,10442171872.0,8.5665,0.7154,0.1346,1.5429,-0.0058,634627.5008,0.048,34.6939,0.0827,14.7114,23.8799,37.0937,-0.0114,0.6907,0.0035,-0.0084507
000959,-0.10022779,2019-05-06,20046786584.0,11243133919.0,9.2236,0.7702,0.1596,1.6612,-0.0058,3523231.9757,-0.1766,22.807,0.0827,8.2522,55.7632,40.8591,-16.9016,0.6535,0.004,-0.10126582
000959,0.02331002,2019-04-01,23643571512.0,13260371667.0,9.1321,0.9068,0.1861,1.5898,0.0417,3213406.8814,-0.0322,61.039,0.098,27.3349,17.1484,24.6293,-2.1446,0.57,0.0044,-0.10022779
000959,0.12303665,2019-03-01,22850163072.0,12815392752.0,8.8257,0.8763,0.1926,1.5364,0.0417,12528774.7021,0.054,71.4286,0.098,41.7334,5.9878,47.293,7.9004,0.6429,0.005,0.02331002
000959,0.02412869,2019-02-01,20840195024.0,11688112834.0,8.0494,0.7993,0.1832,1.4013,0.0417,863123.3219,-0.0132,51.0638,0.098,8.589,27.1644,33.033,-1.2735,0.5454,0.004,0.12303665
000959,-0.01061008,2019-01-02,19993892688.0,11213468658.0,7.7225,0.7668,0.1599,1.3444,0.0417,1104185.8603,0.0112,43.1818,0.098,16.5615,21.8923,28.4607,1.492,0.5087,0.0017,0.02412869
000959,-0.0804878,2018-12-03,20469937752.0,11480456007.0,7.9064,0.7851,0.1399,1.3764,0.0417,4015266.7804,-0.033,34.5455,0.098,18.7488,25.2504,31.0048,-1.8893,0.4902,0.0013,-0.01061008
000959,-0.05747126,2018-11-01,21474921776.0,12044095966.0,8.2945,0.8236,0.1318,1.444,0.0417,2150035.8971,0.0338,62.3188,0.098,13.5906,31.9471,41.1203,3.2302,0.5569,0.0025,-0.0804878
000959,0.02836879,2018-10-08,22268330216.0,12489074881.0,8.2898,0.8369,0.1271,1.5959,0.0397,1790891.9326,0.0194,57.5758,0.1021,25.993,12.6236,29.9715,2.2536,0.5209,0.0025,-0.05747126
000959,-0.03644647,2018-09-03,22638587488.0,12696731708.0,8.4276,0.8509,0.1265,1.6225,0.0397,2541079.6149,0.011,74.0741,0.1021,24.9301,11.2425,24.976,1.5699,0.5333,0.0027,0.02836879
000959,0.06812652,2018-08-01,22744375280.0,12756062230.0,10.2517,0.8382,0.1183,2.2401,0.0331,8543488.2074,0.087,72.4638,0.0846,33.5995,13.3083,38.2186,3.8301,0.5487,0.0046,-0.03644647
000959,0.0620155,2018-07-02,20840195024.0,11688112834.0,9.3934,0.768,0.1153,2.0526,0.0331,15614609.2361,-0.008,51.0204,0.0846,17.6228,26.7113,27.9861,-11.7061,0.609,0.007,0.06812652
000959,-0.0979021,2018-06-01,20522831648.0,11510121268.0,9.2504,0.7563,0.1242,2.0213,0.0331,2078812.6664,-0.0242,25.4237,0.0846,10.2032,36.2386,50.5325,-8.0478,0.5311,0.0095,0.0620155
000959,-0.13157895,2018-05-02,22691481384.0,12726396969.0,10.2279,0.8362,0.1205,2.2349,0.0331,2447487.1568,0.0228,26.3889,0.0846,9.0616,29.9748,55.245,-3.3558,0.6168,0.0037,-0.0979021
000959,-0.13937282,2018-04-02,25706433456.0,14417316846.0,11.6284,0.973,0.0888,2.7542,0.0875,3191521.2907,-0.0552,24.2188,0.086,14.4153,40.1554,54.8468,-3.5583,0.6197,0.0042,-0.13157895
000959,-0.06514658,2018-03-01,30519777992.0,17116855597.0,15.06,1.1942,0.0918,3.6279,0.05,4148780.2124,0.0,35.461,0.0796,19.0658,25.7726,25.9157,4.1177,0.5942,0.0028,-0.13937282
000959,0.02675585,2018-02-01,32582639936.0,18273800776.0,16.0779,1.275,0.0941,3.8731,0.05,2127745.9354,0.0284,66.6667,0.0796,26.0655,17.6204,37.5392,-1.5758,0.5513,0.0043,-0.06514658
000959,-0.05678233,2018-01-02,32371064352.0,18155139732.0,15.9735,1.2667,0.0901,3.848,0.05,2198798.9523,0.0508,54.0541,0.0796,28.8979,19.1557,50.2338,2.0348,0.5351,0.0035,0.02675585
000959,-0.04947526,2017-12-01,33481836168.0,18778110213.0,16.5216,1.3101,0.0721,3.98,0.05,4722478.437,0.0634,49.3976,0.0796,19.886,15.3281,21.0824,3.936,0.4748,0.0021,-0.05678233
000959,-0.03473227,2017-11-01,35068653048.0,19668068043.0,17.3046,1.3722,0.0685,4.1686,0.05,4007050.336,-0.0076,31.4286,0.0796,18.1611,25.1697,20.9218,-6.5855,0.521,0.0037,-0.04947526
000959,-0.06621622,2017-10-09,37131514992.0,20825013222.0,27.8471,1.4186,0.0624,4.6088,0.1562,3819343.137,-0.0312,32.1429,0.0548,19.2467,19.3008,21.4126,0.0855,0.6039,0.0029,-0.03473227
000959,-0.02759527,2017-09-01,40305148752.0,22604928882.0,30.2272,1.5398,0.0606,5.0027,0.1562,11299643.7419,0.0176,66.1157,0.0548,38.7647,10.9471,20.6131,10.0091,0.5484,0.0055,-0.06621622
000959,0.08869814,2017-08-01,39670422000.0,22248945750.0,28.7491,1.4861,0.0361,4.9386,0.6731,7020840.7278,-0.043,43.4783,0.0674,21.2408,19.1522,17.378,0.3929,0.6573,0.0097,-0.02759527
000959,0.04797601,2017-07-03,39300164728.0,22041288923.0,28.4808,1.4723,0.0289,4.8925,0.6731,6878206.0769,0.1742,85.5932,0.0674,48.6247,6.7162,37.7048,18.8269,0.6858,0.0076,0.08869814
000959,-0.14267352,2017-06-01,35068653048.0,19668068043.0,25.4142,1.3137,0.0253,4.3657,0.6731,3111606.7712,0.0106,47.0588,0.0674,13.9377,18.7938,26.908,-6.1946,0.6769,0.0035,0.04797601
000959,0.0911641,2017-05-02,40728299920.0,22842250970.0,29.5158,1.5258,0.0218,5.0703,0.6731,6779777.5135,-0.0828,33.6245,0.0674,21.9656,19.4793,20.7752,17.588,0.6206,0.0042,-0.14267352
000959,-0.01383126,2017-04-05,41468814464.0,23257564624.0,103.4228,1.7008,0.0166,5.2752,0.0353,5510202.3465,0.0588,65.9794,0.0175,53.877,13.7002,26.8838,0.5492,0.5468,0.0165,0.0911641
000959,-0.00823045,2017-03-01,38030711224.0,21329287428.0,-87.9123,1.5476,0.0226,11.5709,0.4912,1765294.699,-0.0196,44.2308,-0.0232,19.0988,22.5988,17.6137,-2.7403,0.5131,0.0021,-0.01383126
000959,0.10120846,2017-02-03,38136499016.0,21388617852.0,-88.1568,1.5519,0.0242,11.6031,0.4912,4155718.4647,-0.029,41.7266,-0.0232,23.8997,12.4175,25.0192,9.3854,0.63,0.0027,-0.00823045
000959,-0.01634473,2017-01-03,36761257720.0,20617322340.0,-84.9778,1.4959,0.0266,11.1847,0.4912,7080540.3108,0.015,68.4211,-0.0232,30.2992,12.9368,23.8348,6.082,0.6189,0.0052,0.10120846
000959,0.06319115,2016-12-01,35967849280.0,20172344160.0,-83.1437,1.4636,0.0217,10.9433,0.4912,6480333.624,-0.139,40.6977,-0.0232,9.2947,13.8461,24.8182,-1.3107,0.463,0.0036,-0.01634473
000959,0.24361493,2016-11-01,33693411752.0,7683176137.0,-77.8861,1.3711,0.0235,10.2513,0.4912,13395910.211,0.0538,88.3212,-0.0232,26.5296,6.2774,58.759,7.4931,0.3835,0.0167,0.06319115
000959,-0.01356589,2016-10-10,28509809944.0,6501149039.0,-31.7729,1.3103,0.0291,43.7536,0.2791,26833878.2769,-0.09,56.5421,-0.0412,26.5706,25.3425,46.0323,4.4326,0.5844,0.0349,0.24361493
000959,0.27093596,2016-09-01,26870099168.0,6127242508.0,-29.9455,1.2349,0.0302,41.2372,0.2791,16245411.6848,0.053,67.6829,-0.0412,36.8117,8.8225,70.5362,9.7368,0.6445,0.0516,-0.01356589
000959,0.0972973,2016-08-01,21950966840.0,5005522915.0,-16.8557,0.9978,0.0325,43.0775,-0.0867,18266860.0665,-0.0044,48.2143,-0.0559,32.7952,14.6362,36.5627,3.2196,0.7083,0.0491,0.27093596
000959,-0.04392765,2016-07-01,20258362168.0,4619554883.0,-15.556,0.9209,0.0077,39.7558,-0.0867,12241610.6196,0.0558,56.7568,-0.0559,34.9166,15.1515,20.7558,2.8726,0.587,0.0269,0.0972973
000959,-0.10623557,2016-06-01,20417043856.0,4655739386.0,-15.6778,0.9281,0.0076,40.0672,-0.0867,5825988.8824,0.0422,40.9091,-0.0559,17.3309,21.5873,29.2647,1.1033,0.6329,0.0169,-0.04392765
000959,-0.0787234,2016-05-03,23273314240.0,5307060440.0,-17.8711,1.0579,0.0067,45.6725,-0.0867,13873942.6182,-0.0968,12.0,-0.0559,10.5848,21.438,36.0242,-4.1232,0.5102,0.019,-0.10623557
000959,-0.04081633,2016-04-01,25494857872.0,5813643482.0,-19.577,1.1589,0.004,37.0693,0.0452,15080786.4144,-0.0208,65.7143,-0.0224,30.1519,13.7857,16.1651,1.8879,0.4357,0.0365,-0.0787234
000959,0.13689095,2016-03-01,25812221248.0,5886012488.0,-22.7096,1.1075,0.004,37.5307,0.0452,32591722.2724,0.1166,67.6056,-0.0224,25.3793,13.8221,37.883,4.2173,0.4826,0.0454,-0.04081633
000959,0.05637255,2016-02-01,21527815672.0,4909030907.0,-18.9402,0.9237,0.0053,31.3012,0.0452,25136093.6197,-0.0588,35.1695,-0.0224,18.5661,16.1742,27.6125,7.1419,0.52,0.0755,0.13689095
000959,0.14606742,2016-01-04,19464953728.0,4438632368.0,-17.1253,0.8352,0.0076,28.3018,0.0452,62263235.0369,0.0206,51.1628,-0.0224,34.5181,14.8392,26.6181,1.315,0.7946,0.1084,0.05637255
000960,-0.04047218,2019-06-03,18506730276.0,18506644883.0,20.571,1.5271,0.0578,5.8887,0.154,7154088.348,0.2368,50.3185,0.0777,28.2089,18.7174,31.9342,19.083,0.61,0.0127,-0.01845343
000960,-0.01821192,2019-05-06,17972721828.0,17972638899.0,19.9774,1.4831,0.0592,5.7188,0.154,6973591.0918,-0.3802,26.6862,0.0777,9.7405,45.6603,32.0043,-35.0068,0.5877,0.0111,-0.04047218
000960,-0.03205128,2019-04-01,21844283076.0,18406413179.0,24.4148,1.8638,0.0601,7.604,0.0957,13463572.9146,-0.0364,68.5629,0.0807,51.1963,18.5955,24.5451,10.367,0.5927,0.0199,-0.01821192
000960,0.22473013,2019-03-01,20759578416.0,17492420164.0,23.2025,1.7712,0.0632,7.2264,0.0957,14809068.2549,0.2756,71.4777,0.0807,49.2512,19.8452,53.1426,11.2828,0.6938,0.0213,-0.03205128
000960,0.06813417,2019-02-01,17405337852.0,14666072533.0,19.4535,1.485,0.0746,6.0588,0.0957,3998223.1488,-0.089,42.8571,0.0807,22.3738,27.365,29.463,-12.6723,0.7113,0.0204,0.22473013
000960,-0.04695305,2019-01-02,16020253440.0,13498973760.0,17.9054,1.3669,0.0819,5.5766,0.0957,2379923.1692,-0.088,29.7872,0.0807,10.4765,27.334,29.9704,-11.9728,0.7247,0.0097,0.06813417
000960,0.0,2018-12-03,17171709156.0,14469212499.0,19.1924,1.4651,0.056,5.9775,0.0957,4709244.5974,-0.2286,23.1441,0.0807,25.8536,29.7813,33.5904,-3.5499,0.6882,0.0077,-0.04695305
000960,-0.04757374,2018-11-01,16704451764.0,14075492431.0,18.6702,1.4252,0.0585,5.8148,0.0957,3014449.5282,0.1894,73.6842,0.0807,26.9918,18.0047,21.2166,13.3988,0.4707,0.0138,0.0
000960,0.01742498,2018-10-08,16938080460.0,14272352465.0,21.1778,1.4757,0.0603,8.1316,0.3617,3203108.9989,0.1742,61.326,0.0779,23.7355,22.1978,30.9138,6.4906,0.652,0.0096,-0.04757374
000960,-0.09385965,2018-09-03,16787890584.0,14145799586.0,20.99,1.4626,0.0609,8.0595,0.3617,5173934.4824,0.0388,41.4894,0.0779,14.3209,36.8129,30.6364,-7.4726,0.6385,0.0077,0.01742498
000960,-0.05079101,2018-08-01,18356539300.0,13303653000.0,24.8914,1.6526,0.062,9.7605,0.3549,4227101.7572,0.2012,42.8571,0.0776,19.2272,28.4806,22.519,-17.2663,0.6572,0.0098,-0.09385965
000960,-0.22416021,2018-07-02,19741623629.0,14307474090.0,26.7695,1.7773,0.0576,10.4969,0.3549,7608928.4325,-0.21,25.2308,0.0776,15.0326,33.317,50.8676,1.5768,0.7008,0.0131,-0.05079101
000960,0.1233672,2018-06-01,25498901864.0,18479983440.0,34.5764,2.2957,0.0446,13.5582,0.3549,13201271.7007,0.1308,58.4323,0.0776,36.7926,10.2472,37.6556,9.2478,0.5466,0.0198,-0.22416021
000960,0.02225519,2018-05-02,23045800703.0,16702131630.0,31.25,2.0748,0.0505,12.2538,0.3549,8302874.0174,0.1148,59.8338,0.0776,17.1628,20.07,21.6893,-6.1382,0.6091,0.0179,0.1233672
000960,-0.11432326,2018-04-02,22645294391.0,16411870110.0,36.593,2.1006,0.0529,15.2512,0.36,8980042.1299,-0.1962,33.5244,0.0777,20.5563,30.1626,36.024,6.6369,0.655,0.0156,0.02225519
000960,-0.05053026,2018-03-01,24731264766.0,17923648860.0,39.9638,2.2941,0.0473,16.6561,0.36,10463449.0509,-0.1468,41.9708,0.0777,23.6271,16.9451,20.4131,15.6271,0.6556,0.0249,-0.11432326
000960,0.21439394,2018-02-01,25615716205.0,18564643050.0,41.393,2.3761,0.0457,17.2518,0.36,23896306.4348,0.3206,72.3197,0.0777,33.4831,20.4568,50.6667,-7.3317,0.6945,0.0411,-0.05053026
000960,0.00763359,2018-01-02,22061222686.0,15988572060.0,35.6492,2.0464,0.0502,14.8579,0.36,8021807.2377,0.33,80.9816,0.0777,31.3435,8.2638,38.1197,18.7712,0.5637,0.0329,0.21439394
000960,-0.0555155,2017-12-01,21577277559.0,15637839390.0,34.8672,2.0015,0.0397,14.5319,0.36,4208210.6903,0.073,41.6393,0.0777,18.2349,27.0241,30.5183,12.4729,0.5326,0.0105,0.00763359
000960,-0.11656051,2017-11-01,23229366096.0,16835168160.0,37.5369,2.1548,0.0364,15.6446,0.36,4044020.2957,-0.1948,26.0563,0.0777,15.1126,24.5559,21.3581,-15.556,0.4601,0.0143,-0.0555155
000960,0.05016722,2017-10-09,26733796326.0,19374956460.0,54.7327,3.2402,0.0322,11.6708,0.0814,16429836.9697,0.1548,59.7107,0.0623,32.5557,10.5827,29.5816,23.0062,0.5739,0.0228,-0.11656051
000960,-0.05618687,2017-09-01,25382087523.0,18395323830.0,51.9654,3.0764,0.0393,11.0807,0.0814,13217955.9652,0.1488,76.3636,0.0623,34.3438,11.9977,26.1468,31.471,0.6095,0.0338,0.05016722
000960,0.16385011,2017-08-01,22375236000.0,18383229600.0,75.9107,2.7792,0.0437,15.7771,0.0565,16691814.8494,-0.0232,62.1693,0.038,31.1529,16.073,32.4763,12.7558,0.6936,0.0353,-0.05618687
000960,0.19072616,2017-07-03,20122991850.0,16532812410.0,68.2697,2.4995,0.0492,14.189,0.0565,19864802.8225,0.439,89.0244,0.038,53.9031,5.2452,50.0473,35.8571,0.6924,0.0449,0.16385011
000960,-0.04271357,2017-06-01,16295648850.0,13388312610.0,55.285,2.0241,0.0614,11.4903,0.0565,3210475.3131,0.1408,47.9592,0.038,23.9641,33.0071,26.5304,-12.744,0.5557,0.0183,0.19072616
000960,-0.09270517,2017-05-02,17443851750.0,14331662550.0,59.1804,2.1667,0.0559,12.2999,0.0565,5403209.5583,-0.1592,19.457,0.038,11.7486,38.9664,55.3778,-14.4945,0.6536,0.0104,-0.04271357
000960,-0.08737864,2017-04-05,19990506900.0,16423964340.0,-16.8163,2.5619,0.0401,7.9037,0.3824,4702817.9875,-0.0098,39.8964,-0.1939,16.4361,16.8804,19.6175,0.831,0.5897,0.0136,-0.09270517
000960,0.01692525,2017-03-01,21492003000.0,17657575800.0,-18.0794,2.7544,0.0358,8.4973,0.3824,8797169.3185,-0.0064,54.2662,-0.1939,28.1998,8.0689,52.5324,4.3367,0.6566,0.0143,-0.08737864
000960,0.08079268,2017-02-03,20329079550.0,16702131630.0,-17.1011,2.6053,0.0363,8.0375,0.3824,6053700.4273,0.2428,50.0,-0.1939,31.9629,12.7059,32.1071,26.7288,0.7055,0.0209,0.01692525
000960,-0.10748299,2017-01-03,19740257550.0,16218362430.0,-16.6058,2.5299,0.0272,7.8047,0.3824,3273400.3353,-0.016,34.0278,-0.1939,12.3925,25.0021,55.2574,0.0826,0.6895,0.0148,0.08079268
000960,-0.01737968,2016-12-01,21904178400.0,17996214240.0,-18.4261,2.8072,0.0052,8.6603,0.3824,12854109.8002,-0.3696,39.9072,-0.1939,19.4684,30.8512,27.6124,-26.3175,0.6626,0.0156,-0.10748299
000960,0.19871795,2016-11-01,22139707200.0,18189721920.0,-18.6243,2.8374,0.0051,8.7534,0.3824,18393868.6291,0.188,71.1019,-0.1939,24.3358,3.0585,66.8053,13.1752,0.6865,0.0651,-0.01737968
000960,-0.03255814,2016-10-10,18547894260.0,14505334200.0,-13.246,2.3995,0.0076,7.3761,0.3279,4294470.6261,0.0188,62.1622,-0.2211,23.0143,17.2084,23.1371,-0.8254,0.7016,0.0627,0.19871795
000960,0.03614458,2016-09-01,19210319055.0,15023381850.0,-13.719,2.4852,0.0071,7.6395,0.3279,5902345.8833,-0.0578,40.8867,-0.2211,23.2928,14.1642,16.185,0.8517,0.7422,0.0229,-0.03255814
000960,0.07698962,2016-08-01,18533173709.0,14493822030.0,-11.0587,2.4082,0.0069,8.5301,0.2788,9541867.3363,-0.3884,28.3388,-0.2599,12.0676,24.886,35.7923,-26.9385,0.7052,0.0209,0.03614458
000960,0.06055046,2016-07-01,17782425608.0,13906701360.0,-10.6107,2.3106,0.0101,8.1846,0.2788,11488064.1025,0.319,71.6912,-0.2599,42.9582,10.2322,38.0087,13.9574,0.5092,0.0437,0.07698962
000970,0.26341463,2019-06-03,13048700000.0,13048700000.0,52.129,2.8912,0.0214,67.8497,0.0378,39581836.584,0.4934,62.9471,0.0572,37.8095,6.9451,50.0487,45.7638,0.6211,0.0685,-0.12355212
000970,0.04698672,2019-05-06,9831796000.0,9831796000.0,39.2776,2.1784,0.0273,51.1227,0.0378,10546531.1496,-0.5942,31.929,0.0572,10.4246,48.2386,39.7914,-54.2607,0.6901,0.0494,0.26341463
000970,0.06761178,2019-04-01,10907648000.0,10907648000.0,43.9314,2.4491,0.0258,50.987,0.0351,7995007.3771,-0.1738,57.1429,0.0572,35.7215,17.9647,31.9235,-7.432,0.6509,0.0376,0.04698672
000970,0.23252688,2019-03-01,9799840000.0,9799840000.0,36.4717,2.2307,0.0373,56.8391,0.0424,9972884.4666,0.1732,72.0379,0.0626,37.1206,9.3527,59.4639,14.1407,0.6419,0.0294,0.06761178
000970,0.01500682,2019-02-01,8191388000.0,8191388000.0,30.4856,1.8646,0.0438,47.5101,0.0424,1657762.3734,-0.0968,40.7643,0.0626,10.9234,31.1544,38.8063,-14.0,0.6115,0.0194,0.23252688
000970,-0.06979695,2019-01-02,7967696000.0,7967696000.0,29.6531,1.8136,0.045,46.2127,0.0424,1876172.853,-0.131,20.7407,0.0626,15.6658,28.1264,28.5177,-10.5828,0.6492,0.0082,0.01500682
000970,0.01415701,2018-12-03,8692032000.0,8692032000.0,32.3488,1.9785,0.0335,50.4138,0.0424,3730714.7587,0.0018,50.2959,0.0626,31.8551,21.9995,22.0086,6.154,0.6477,0.0084,-0.06979695
000970,-0.09545984,2018-11-01,8170084000.0,8170084000.0,30.4063,1.8597,0.0356,47.3865,0.0424,6475036.2604,0.1702,70.8333,0.0626,34.4705,21.9174,30.4712,12.7994,0.6589,0.0114,0.01415701
000970,0.0058548,2018-10-08,8979636000.0,8979636000.0,37.1971,2.0797,0.0321,65.7875,0.0353,6254913.6223,0.1474,61.1399,0.0567,29.5041,15.7327,35.3233,0.5767,0.6144,0.0099,-0.09545984
