ticker,date,pred
1,20190603,-0.006844057988214677
1,20190506,-0.0838726049871169
1,20190401,0.010999667794585598
1,20190301,-0.019049756511652242
3,20190603,-0.01871439798614416
3,20190506,-0.06765941554505416
3,20190201,-0.01425628877002177
3,20190102,-0.04005373357413751
4,20190201,-0.02500704764910444
4,20190102,-0.023045290435166246
5,20190603,-0.0473479752463378
5,20190506,-0.05125549547574291
5,20190401,-0.01448047838280521
5,20190301,-0.003155328973023528
5,20190201,-0.023655261206977966
5,20190102,-0.05715793892138672
6,20190603,-0.03166980143368744
6,20190506,-0.0805024309646024
6,20190401,-0.036148179626423346
6,20190301,-0.0088320855950797
6,20190201,0.006958146868244121
6,20190102,-0.05174293605563896
7,20190603,-0.05126334092862808
7,20190506,-0.08116000416458774
7,20190401,-0.048531713580378166
7,20190301,-0.008699200982672258
7,20190201,-0.010557198999184619
7,20190102,-0.03874388211724484
8,20190603,-0.06926479182486737
8,20190506,-0.14913197681862603
8,20190401,-0.05559373488763801
8,20190301,-0.041208731143886054
8,20190201,-0.054795093521324736
8,20190102,-0.06695492778668412
9,20190603,-0.007855862514936363
9,20190506,-0.08663765814954721
9,20190401,0.00787939653301386
9,20190301,-0.010513137166216676
9,20190201,-0.006551570737890965
9,20190102,-0.031151413352783874
11,20190506,-0.06349241610405208
11,20190401,-0.0043331868768914945
11,20190301,0.0053250826898253185
11,20190201,-0.012586116110867348
11,20190102,-0.05335524914081167
12,20190603,-0.11492706586673114
12,20190506,0.0013107709178214449
12,20190401,-0.11677930284175839
12,20190301,0.0431995631128551
12,20190201,-0.0006230282225072169
12,20190102,-0.0405581424726234
13,20190201,-0.003852356517314035
13,20190102,-0.013130597259674958
14,20190603,-0.019401927738463574
14,20190506,-0.07960312331955335
14,20190401,0.014753509802139948
14,20190301,-0.0017141676930801635
14,20190201,0.0345866471163781
14,20190102,-0.02995631078104443
15,20190603,-0.007311824771175481
15,20190506,-0.08917965151220268
15,20190401,0.030495082268059984
15,20190301,0.0022371822763154452
15,20190201,-0.017008170601394347
15,20190102,-0.03539230798482109
18,20190603,-0.010856746248510091
18,20190506,-0.12658113118786532
18,20190401,-0.03774275492393386
18,20190301,-0.022887799413022165
18,20190201,-0.030485639098659763
18,20190102,-0.060313260132252765
